line_number,'mra', 'fuzz_partial', 'levin',transcribed_text,source_text
00558,0,99,1,ijadufuo jesu fu sidove fuone ijia fu vame suviki bino fu naebe uruvana rei ijadufuo maeje e fuone ije bu naebe fu ma vierafei,ijadufuo jesu fu sidove fuone ijia fu vame sumiki bino fu naebe uruvana rei ijadufuo maeje e fuone ije bu naebe fu ma vierafei
00103,0,100,0,areme jesu fune ve ijia urina are gareri guove ijia are isesina e jiusi bu afuina vua kuaevo ijia aruna oenoekinu vua nijasianoe fu vua nijasianoekinu e boeje vua maeje godi fu izege oe buone ije samuagiadufuo ijene kuarianoe fu ijiege renoekinu kuke e iseki boeje adame abekinu ro aekirariaeva ije karauniae,areme jesu fune ve ijia urina are gareri guove ijia are isesina e jiusi bu afuina vua kuaevo ijia aruna oenoekinu vua nijasianoe fu vua nijasianoekinu e boeje vua maeje godi fu izege oe buone ije samuagiadufuo ijene kuarianoe fu ijiege renoekinu kuke e iseki boeje adame abekinu ro aekirariaeva ije karauniae
00019,0,100,0,fu ijiege vierafenoenoga e ireobo ijadufuo anera ijare ari naka urana kuae josofu e devidido uifari ige bara meri a abekiro jumemo ije fu bakino abene,fu ijiege vierafenoenoga e ireobo ijadufuo anera ijare ari naka urana kuae josofu e devidido uifari ige bara meri a abekiro jumemo ije fu bakino abene
00009,0,99,2,ro jorame fu uri fari fuone e ajaraea nafenoga fu uri fari fuone e jotami nafenoga fu uri fari fuone e easi nafei ro easi fu uri fari fuone e ezekaea nafenoga fu uri fari fuone e manasa nafenoga fu uri fari fuone e amoni nafei,ro jorame fu uri fari fuone e azaraea nafenoga fu uri fari fuone e jotami nafenoga fu uri fari fuone e easi nafei ro easi fu uri fari fuone e esekaea nafenoga fu uri fari fuone e manasa nafenoga fu uri fari fuone e amoni nafei
01099,0,100,0,ema ijiebuo fari ige naeje na bu dabe izege bu buki akae ijia noesina isoena kuaeva ijiege rena kaniega na baroneke rove igia fie e ije erare na abena una e ani ije miamo ije fu iseko ijadufuo maeje godi fuka e ije dabe vame ise ijia isekafake ro kuke asie fuone fu naebe e ije bietevabitie ije fune marekono kiae,ema ijiebuo fari ige naeje na bu dabe izege bu buki akae ijia noesina isoena kuaeva ijiege rena kaniega na baroneke rove igia fie e ije erare na abena una e ani ije miamo ije fu iseko ijadufuo maeje godi fuka e ije dabe vame ise ijia isekafake ro kuke asie fuone fu naebe e ije bietevabitie ije fune marekono kiae
01089,0,100,0,areme e tuero jesudo vua fievo ijia e be ive fuone ije judasi isikarioti ije fune e zinone ifaejevo ijiebuo e mamekanu ije kariva ijia vae,areme e tuero jesudo vua fievo ijia e be ive fuone ije judasi isikarioti ije fune e zinone ifaejevo ijiebuo e mamekanu ije kariva ijia vae
00086,0,100,0,fu ijiege nijaema areme uri kuae kame ijia gane a ivia igia na augesana baname isoekuma na ire boeje a giaema ije una a vajakono kuae,fu ijiege nijaema areme uri kuae kame ijia gane a ivia igia na augesana baname isoekuma na ire boeje a giaema ije una a vajakono kuae
00359,0,100,1,ro kuke ja noefuo i menoevo ijadufuo buka ja toenamia kame e kini bino ro e romukubuo e mamekanu ijiebuo vadufuo bu kaenamia ijia vaga ja e mamekanu ije abero e jiusi baki ijiebuo nidua ijia irena godido vua maeje kuariadufuo,ro kuke ja noefuo i menoevo ijadufuo buka ja toenamia kame e kini bino ro e romukobuo e mamekanu ijiebuo vadufuo bu kaenamia ijia vaga ja e mamekanu ije abero e jiusi baki ijiebuo nidua ijia irena godido vua maeje kuariadufuo
00349,0,99,1,ro kuke igia fie jade ire gurodi ro siriva ro moni kavuane bino kedena oenoejo,ro kuke igia fie jade ire gorodi ro siriva ro moni kavuane bino kedena oenoejo
00382,0,99,2,ro erare fu ume igia maza boeje fuone vierafema ije oetuakinu kenoeno ije rade fu una izege vame ma fivako ije abekuma baki ro erare fu ume igia maza boeje fuone ma fivadufuo ije fuka toteganaro una e gue vierafekinu oetuana ifejianoeno e ije fuka rade vame ma karivako ije abeke,ro erare fu ume igia maza boeje fuone vierafema ije oetuakinu kenoeno ije rade fu una izege vame ma fivako ije abekuma baki ro erare fu ume igia maza boeje fuone ma fivadufuo ije fuka toteganaro una e gue vierafekinu oetuana ifejianoeno e ije fu rade vame ma karivako ije abeke
00010,0,100,0,ro amoni fu uri fari fuone e josaea nafenoga fu uri fari fuone e jekoniakiro iviefari fuone ije nafei,ro amoni fu uri fari fuone e josaea nafenoga fu uri fari fuone e jekoniakiro iviefari fuone ije nafei
00655,0,100,0,ijadufuo ja ije vierafena mukoreigia giakinu oenoekiro jade una vame buone ka ise bu vierafena kenoevo ijia nuvediavono kiae,ijadufuo ja ije vierafena mukoreigia giakinu oenoekiro jade una vame buone ka ise bu vierafena kenoevo ijia nuvediavono kiae
00645,0,100,1,ro suoke fu saove garia kaziga ja kuavo fu ve ireobo dakuveno kuaevo ijadufuo ja mazani gare fu ve dakuve ro baki ije jane saove garia izege fu remo ijia gana kuaevo ro iviama na igifureki ire sumiki bino renoeko jane gieve rove ja ire ijiebuo maeje jaka naebe mukoe giana vierafeve,ro suoke fu saove garia kaziga ja kuaevo fu ve ireobo dakuveno kuaevo ijadufuo ja mazani gare fu ve dakuve ro baki ije jane saove garia izege fu remo ijia gana kuaevo ro iviama na igifureki ire sumiki bino renoeko jane gieve rove ja ire ijiebuo maeje jaka naebe mukoe giana vierafeve
01141,0,100,0,ro e zinone ifaejevo ijiebuo e ireobo ije fu urina una jesu kuae a vierafe abe vua bino una e gure bu oesina kuaevo ije gue kuariake ke a bakino kuae,ro e zinone ifaejevo ijiebuo e ireobo ije fu urina una jesu kuae a vierafe abe vua bino una e gure bu oesina kuaevo ije gue kuariake ke a bakino kuae
00533,0,100,0,areme jesu fune e ije ijia uniakona fune una are ijia aru vakogana e vua fuone fievo ije bune ijia nuvena aru vae bu usiaena kuae ni vua ije a abe fiene ijia mena kuariaema ijadufuo maeje kuaruo no fieno kuae,areme jesu fune e ije ijia uniakona fune una are ijia aru vakogana e vua fuone fievo ije bune ijia nuvena aru vae bu usiaena kuae ni vua ije a abe fiene ijia mena kuariaema ijadufuo maeje kuaruo no fieno kuae
01151,0,100,0,areme fune una kekena e kaefasido are makave viene ijia vae fu iko keke vako ijia bara be fu ijia imeno ijare gana uri e ije ireva ije kiae e gure fu jesu e nasaretiko ijiaki oenoeno na gaevano kiae,areme fune una kekena e kaefasido are makave viene ijia vae fu iko keke vako ijia bara be fu ijia imeno ijare gana uri e ije ireva ije kiae e gure fu jesu e nasaretiko ijiaki oenoeno na gaevano kiae
00523,0,100,1,bu ijiege kuaravoga fu kiae ja fiene mekuva jaka uije maeje ijiakuma nafeke ijadufuo ni ijia arega bu besu tavuafo na maza ije no ire uije kanafuivo ijia na e none kiaga bu ude fiene ise ije nafe ufuana kame miane ifaeje bu nauke areme bu uije maeje kanafuina una are none maeje ijia naejiekono kiae,bu ijiege kuaravoga fu kiae ja fiene mekuva jaka uije maeje ijiakuma nafeke ijadufuo ni ijia arega bu besu tavuafo na maza ije no ire uije kanafuivo ijia na e none kiaga bu ude fiene ise ije nafe ufuana kame miane ifaeje bu naoke areme bu uije maeje kanafuina una are none maeje ijia naejiekono kiae
00366,0,99,1,rove naeje nane ma e ireobo jone ijadufuo bu na dabe ijiege kiekuva na vierafega e none ije jaeje bu kame ive ma omise ijia imiadufuo,rove naeje nane ma e ireobo jone ijadufuo bu na dabe ijiege kiekuva na vierafega e none ije jaeje bu kame ive ma omeise ijia imiadufuo
01080,0,100,1,bu ijia afuina mauike nuriete izege bu jesu kanadufuo ijene kuae bu kuae no jesu kanakuva nobe maza ije no iro ivo ijia kanake ijadufuo maeje e igia ruaeva ije buka defaruduakuva buka urina noena bijaekono kuae,bu ijia afuina mauike nuriete izege bu jesu kanadufuo ijene kuae bu kuae no jesu kanakuva nobe maza ije no iro ivo ijia kanake ijadufuo maeje e igia ruaeva ije buka defarudiakuva buka urina noena bijaekono kuae
01090,0,100,1,fune va ijia kekena kiae ja vierafe na jesu abe una ja miaekuva ja irere abe na miekono kiae judasi fu ijiege kuariamoga bune urina moni sunine teti ijiege karana vajae areme fune ve ijia urina vame izege fu jesu abe miaga bu kanadufuo ije rerenoe,fune va ijia kekena kiae ja vierafe na jesu abe una ja miakuva ja irere abe na miekono kiae judasi fu ijiege kuariamoga bune urina moni sunine teti ijiege karana vajae areme fune ve ijia urina vame izege fu jesu abe miaga bu kanadufuo ije rerenoe
01123,0,100,0,ro e ije fu na abe e ani none miadufuo ije fune gafia ruomono ni uri no vano kiae,ro e ije fu na abe e ani none miadufuo ije fune gafia ruomono ni uri no vano kiae
00551,0,99,1,ijadufuo fu una kia e akae nijasiamo be erare fu una godi e ije fu oe buone ije samuagiamo ijena maziemo ije fu e are koeki igeki,ijadufuo fu una kiae e akae nijasiamo be erare fu una godi e ije fu oe buone ije samuagiamo ijena maziemo ije fu e are koeki igeki
01133,0,100,0,rove na vierafe na ijiege rekuva vua ije bu buki akae ijia isoena noesina kuaema ije fube riaredufuo ijadufuo ni areke irere fu kuaema ije fu reno kiae,rove na vierafe na ijiege rekuva vua ije bu buki akae ijia isoena noesina kuaema ije fube riaredufuo ijadufuo ni areke irere fu kuaema ije fu reno kiae
00062,0,100,2,ro una e feresi ijiakiro e sejusi uruvana bu do ruekua fuone ruovoga fu giana uri kiae e gare ka isema vierafenoekinu aroekaranoejo garie jaja vierafero jane ma renoedo godi fube rade ja kame isekafiakiro ja ijiege vierafe jone izege ja e biesirianoekinu aroekaravo ije arefo,ro una e feresi ijiakiro e sejusi uruvana bu do ruekuae fuone rovoga fu giana uri kiae e gare ka isema vierafenoekinu aroekaranoejo garie jaja vierafero jane ma renoedo godi fube rade ja kame isekafiakiro ja ijiege vierafe jone izege ja e biesirianoekinu aroekaravo ije arefo
00072,0,100,2,fu ijiege kuaramoga jesu fu kua ije ane ma kuae rove na vierafe abe arekiro a na do ruorike no ijiege rekina no maza boeje irere godi fu kuaruomo ije bino nobe ijuonoekiro noka maza boeje fu irinana renoekono kuae ijadufuo joni fu vierafega fune magana fu uri jesu do ruorae,fu ijiege kuaramoga jesu fu kua ije ane ma kuae rove na vierafe abe arekiro a na do ruorieke no ijiege rekina no maza boeje irere godi fu kuaruomo ije bino nobe ijuonekiro noka maza boeje fu irinana renoekono kuae ijadufuo joni fu vierafega fune magana fu uri jesu do ruorae
00348,0,100,0,ro e ije bu kavene ise ijiebe nirokiaeva ijene kuriaerena kiaga bu e ije arena usiae vafo ro igia fie daro none ige na vajiaeva ije ja monido fuaevena keva baki ijadufuo irere ja va renoevo ije jade una ve ijadufuo ire bino kekuae vierafevo,ro e ije bu kavene ise ijiebe nirokiaeva ijene kuriaerena kiaga bu e ije arena usiae vafo ro igia fie daro none ige na vajiaeva ije ja monido fuaevena keva baki ijadufuo irere ja va renoevo ije jade una ve ijadufuo ire bino kekuae vierafevo
00358,0,100,0,ro ja oenoekuva ni e ije mukoe giakinu oenoefo e ije buka oenoene ja toenamiana kame e koto fievo ijiebuo vadufuo ro kuke buka e jiusibuo are isesina bu vua kuaevo guove ijia ifiadufuo,ro ja oenoekuva ni e ije mukoe giakinu oenoefo e ije buka oenoene ja toenamiana kame e koto fievo ijiebuo vadufuo ro kuke buka e jiusibuo are isesina bu vua kuaevo guove ijia ifiadufuo
00097,0,100,0,areme maza be jesu fu do gareri daturako nafuema irifo ijia oenoene fu oenoeno ijia fu e kimae savo inokiro ino iviegi e saemoni e ije bu kuke kua fitano kuavo ijiakiro uvia fuone e aduru ije biediae ro e inokiro ije bu ugie buone ije kena kijume okurianoeve,areme maza be jesu fu do gareri daturako nafuema irifo ijia oenoene fu oenoeno ijia fu e kimae savo inokiro ino iviegi e saemoni e ije bu kuke kua fitano kuavo ijiakiro uvia fuone e aduru ije biediae ro e inokiro ije bu ugie buone ije kena kijume okurianoeve
00087,0,100,0,areme jesu fu una gue kuae setani garege vane ijadufuo maeje vua ije bune isuibe buki akae ijia isoena kuae janika e ireobo godi jone ma ijiaru fuosukua baname isoekiro jade una e gue iriniavono kuae,areme jesu fu una gue kuae setani garege vane ijadufuo maeje vua ije bune isuibe buki akae ijia isoena kuae janika e ireobo godi jone ma ijiaru fuosukua baname isoekiro jade una e gue iriniavono kuae
00644,0,100,0,bu ijiege kuarae rove jesu fu una vua be ijiege bijana kuariae fu kiae ja oenoena fu ve jiaena saove garia kavuaega ja kuae fu ve marekuveno kuaevo,bu ijiege kuarae rove jesu fu una vua be ijiege bijana kuariae fu kiae ja oenoena fu ve jiaena saove garia kavuaega ja kuae fu ve marekuveno kuaevo
00654,0,100,0,ja vame ije jane gie rove ja irerefuo naebe mukoe vierafei ro burete ije bu ire isiti ijiakuma amaeriavo na kuariaeva ije na ma ijadufuo kuariaeva baki ro name e feresi ijiakiro e sejusi ijiebuo vame ka ise bu kenoevo na ijadufuo ire isiti ijia mena kuariae,ja vame ije jane gie rove ja irerefuo naebe mukoe vierafei ro burete ije bu ire isiti ijiakuma amaeriavo na kuariaeva ije na ma ijadufuo kuariaeva baki ro name e feresi ijiakiro e sejusi ijiebuo vame ka ise bu kenoevo na ijadufuo ire isiti ijia mena kuariae
00011,0,99,2,areme e bebironiko ijiebe usia jerusareme sidove ije kenama areme uri e isureroko ije bune kaenamiana una are buone babironi ijia vae areme rade e jekonia fu uri fari fuone e siritero nafenoga fu uri fari fuone e jerubabero nafei,areme e bebironiko ijiebe usiae jerusareme sidove ije kenama areme uri e isureroko ije bune kaenamiana una are buone babironi ijia vae areme rade e jekonia fu uri fari fuone e siritero nafenoga fu uri fari fuone e zerubabero nafei
00377,0,100,1,jesu fu ijiege kuaria areme kiae ume igia na ruaeva ije na e ige kaenamia una besu afuikiro ruaeva bakiro na e ige dabe atakiro ruae na e dabe ataga e gue bu na iriniena una none ruakiro gue buka na ijuoegafieke,jesu fu ijiege kuaria areme kiae umeigia na ruaeva ije na e ige kaenamia una besu afuikiro ruaeva bakiro na e ige dabe atakiro ruae na e dabe ataga e gue bu na iriniena una none ruakiro gue buka na ijuoegafieke
00522,0,99,1,bu ijiege kuavoga fu kiae vame ije bu e ani none ijiebe revano kiae fu ijiege kuariamoga bu una gue kua ro abe kuoga no va fiene ije boeje ka nafema kari koreno kuae,bu ijiege kuavoga fu kiae vame ije bu e ani none ijiebe revano kiae fu ijiege kuariamoga bu una gue kuae ro abe kuoga no va fiene ije boeje ka nafema kari koreno kuae
01150,0,100,0,bara ije fu ijiege kuamoga fita fuka urina e boeje ijiebuo nidua ijia fei fu fena kiae na e ije ja kuaevo ije naka naebe vierafevano kiae,bara ije fu ijiege kuamoga fita fuka urina e boeje ijiebuo nidua ijia fei fu fena kiae na e ije ja kuaevo ije naka naebe vierafevano kiae
01140,0,99,2,rove bu vua fuone ise bino buka naebe fie ro kuke e uruvana buka aruna jesusina vua kufui kuaena rere rove bu vua ise fuone bino naebe fie bu ijiege revo ijia e inokiro bu aruna kiae e gure fu kuae nana manido na godido are bu baname isoevo ije faraekore areme mu inokubeke furike na una sa furikono kuaemano kiae,rove bu vua fuone ise bino buka naebe fie ro kuke e uruvana buka aruna jesusina vua kufui kuaena rere rove bu vua ise fuone bino naebe fie bu ijiege revo ijia e inokiro bu aruna kiae e gure fu kuae nana manido na godido are bu baname isoevo ije faraekore areme mu inokube furike na una sa furikono kuaemano kiae
00540,0,99,3,areme e ije bu godido vame maeje abeva ije bu godi asoe buone ijadufuo are fu samuamo ijia karike ro vajae buone ije buka mazani ije fu sanamo ijiege sanake bu ijia karike ijadufuo erare ja adakikuva ni vua ige mukore fiena vierafeno kiae,areme e ije bu godido vame maeje abeva ije bu godi asoe buone ijadufuo are fu samuamo ijia karike ro vajae buone ije buka mazani ije fu sanamo ijiege sanake bu ijia karike ijadufuo erare ja adanekikuva ni vua ige mukoe fiena vierafeno kiae
01132,0,99,1,ro igia fie na vierafe na asoe none ije kua fu anera fuone ka ma uruvana kiaga bu iviama igia migegire na nafariebitie na ijiege redufuo,ro igia fie na vierafe na asoe none ije kua fu anera fuone ka ma uruvana kiaga bu iviamaigia migegire na nafariebitie na ijiege redufuo
00550,0,100,0,jesu fu e vua fuone fievo ijene vua ijiege mena kuariama areme kiae ja vua boeje na kuariaeva ije jabe fievano kiamoga bu keno kuae,jesu fu e vua fuone fievo ijene vua ijiege mena kuariama areme kiae ja vua boeje na kuariaeva ije jabe fievano kiamoga bu keno kuae
01122,0,99,2,areme fune una kekena e vua fuone fievo ije kiae jaeje jaka uria ninaokuae vierafei rove igia fie maza ije bu ema ijiebuo fari ige na abena una e ise revo ije miadufuo ije fune ivuarei,areme fune una kekena e vua fuone fievo ije kiae jaeje jaka uria ninaokuae vierafe rove igia fie maza ije bu ema ijiebuo fari ige na abena una e ise revo ije miadufuo ije fune ivuare
00073,0,100,0,areme jesu fune do ije arena ajia ruomo ijia godi fu saove ijadufuo viene daovekoga kavene fuone fu ume tuvuaeki igege arina jesudo nigofo ijia kunae,areme jesu fune do ije arena ajia ruomo ijia godi fu saove ijadufuo viene daovekoga kavene fuone fu ume tuvuaeki igege arina jesudo nigofo ijia kunae
00063,0,100,0,ro ni una dasuna mukoreigia kenoega e bu vierafero ja ise jone ja kenoejo ije jane arevaro bu ijiege vierafefo,ro ni una dasuna mukoreigia kenoega e bu vierafero ja ise jone ja kenoejo ije jane arevaro bu ijiege vierafefo
00491,0,97,6,jesu fu maza besu ijia ijiege kuarianoenaro fune are ije arena una keke do gareri nafuema irifo ijia ari va ijia fi,jesu maza besu ijia ijiege kuarianaro fune are ije arena una keke do gareri nafuema irifo ijia ari va ijia fi
01114,0,100,0,areme fune urina e inokubeke fitakina e zebedido anafa inokiro e jemisikiro joni ijene kaenamiana fuina vae ro jesu fuka urukeigia oefiae ro kuke fuka ma urukeigia oeserei,areme fune urina e inokubeke fitakina e zebedido anafa inokiro e jemisikiro joni ijene kaenamiana fuina vae ro jesu fuka urukeigia oefiae ro kuke fuka ma urukeigia oeserei
01104,0,99,1,jesu fu ijiege kuariama furi areme bune uri dua urukinu usiaena uruo oruivi kuavo ijia vae,jesu fu ijiege kuariama furi areme bune uri dua urukinu usiaena uruo orivi kuavo ijia vae
00351,0,100,0,ro kuke igia fie ja oenoena sidove mamekanu bino ijia vaga erare fu ja oemarejiakinu kaenamiavoga ni ijia fuina karifo ja ijia karina areme nine are ije arena vafo,ro kuke igia fie ja oenoena sidove mamekanu bino ijia vaga erare fu ja oemarejiakinu kaenamiavoga ni ijia fuina karifo ja ijia karina areme nine are ije arena vafo
00341,0,99,5,ro e vua fuone abe oenoevo tuero ive buone ije ijiege amure ije fu saemoni e ije bu kua fitano kuavo ijiakiro uviafuo e aduru ijene kei areme fu e jebedido anafa inokiro ino uviaki e jemisikiro joni ro e firifikiro batoronomi ije kei ro e tomasikiro matiu e ije takesi abeno ijiakiro e arefiasido fari jemisikiro e tadiasi ije kei,ro e vua fuone abe oenoevo tuero ive buone ije ijiege amure ije fu saemoni e ije bu kua fitano kuavo ijiakiro uviafuo e aduru ijene kei areme fu e zebedido anafa inokiro ino uviaki e jemisikiro joni ro e firifikiro batoromiu ije kei ro e tomasikiro matiu e ije takesi abeno ijiakiro e arefiasedo fari jemisikiro e tadiasi ije kei
00504,0,99,1,ijadufuo maeje e ige iviama kariva bu vua boeje na kuariakinu ro izege na kena nijasiavo ije buneka giekinu fieve rove buka naebe fiero giaeva igege kenoeve,ijadufuo maeje e ige iviama kariva bu vua boeje na kuariakinu ro izege na kena nijasiavo ije buneka giakinu fieve rove buka naebe fiero giaeva igege kenoeve
00514,0,99,3,ro uije gue bu duena mibiamibiae uve ijia arivo fiene ijiebo okuriaema ijeja e ije bu vua maeje fiekinu ro una izege bu ume igia oemarekinu karinoedufuo ije vierafevo ijene,ro uije gue bu duena mibiamibia uve ijia arivo fiene ijiebe okuriaema ijeja e ije bu vua maeje fiekinu ro una izege bu ume igia oe marekinu karinoedufuo ije vierafevo ijene
00662,0,99,3,fu ijiege kuaramoga jesu fu una kuae e saemoni e jonado fari gare na vierafe fune godire a marejae ijadufuo maeje bu e binobe nijaesaeva bakiro fune asoe none saove gufiae fino ijare oe one ijia vua ije vierafejaemo a kuae,fu ijiege kuaramoga jesu fu una kuae e saemoni e jonado fari gare na vierafe fune godire a marejae ijadufuo maeje bu e binobe nijasaeva bakiro fune asoe none saove gufia fino ijare oe one ijia vua ije vierafejamo a kuae
00672,0,99,2,areme jesu fune una e vua fuone fievo ije kiae e be erare fu dia makae none ijia nuvediekiro vierafekuma ni ire fuone boeje ume igadufuo ije ka ijuegafiadufuo areme fu uri vajae fiane binobino bu fuone ruovo ijiaka uria faememarena noefuo imedufuo,areme jesu fune una e vua fuone fievo ije kiae e be erare fu dia makae none ijia nuvediekiro vierafekuma ni ire fuone boeje ume igadufuo ije ka ijuoegafiadufuo areme fu uri vajae fiane binobino bu fuone ruovo ijia ka uria faememarena noefuo imedufuo
00549,0,100,0,ijadufuo vakuma maza radekuma ijia vame ijieki ije fu reke godire anera ije kiaga bu arina aesakae boeje igia oenoekinu e kena atake bu atana e ise reva ije bu be uniagaro e ije vame maeje kenoeva ije bu be uniake areme bu e ije ise reva ije bu kame are ise miane naeno ijia korega bu ijia naona niraekinu ubae sakinamikono kiae,ijadufuo vakuma maza radekuma ijia vame ijieki ije fu reke godire anera ije kiaga bu arina aesakae boeje igia oenoekinu e kena atake bu atana e ise reva ije bu be uniagaro e ije vame maeje kenoeva ije bu be uniake areme bu e ije ise reva ije bu kame are ise miane naeno ijia korega bu ijia naona niraekinu ubae sakinamikono kiae
00498,0,100,0,ro uije gue bu duena sakae mukore safiki ijia arina buka mukoe tavuana suni kirae suni gue buka uruvana aderedi ijiege kirakoga gue bu sibaneke sisiti ijiege kirako gue bu teti ijiege kirae,ro uije gue bu duena sakae mukore safiki ijia arina buka mukoe tavuana suni kirae suni gue buka uruvana aderedi ijiege kirakoga gue bu sibaneke sisiti ijiege kirako gue bu teti ijiege kirae
01088,0,100,0,ro vua ige naka ma kuariave e bu vua maege abe are irore igia kuaenoevo ijia bu bara ige irere fu rema ije vierafekono kiae,ro vua ige naka ma kuariave e bu vua maege abe are irore igia kuaenoevo ijia bu bara ige irere fu rema ije vierafekono kiae
01098,0,100,0,bu ijiege jesu kuaravoga fu una kiae ja gaga erare burete fuone ije abena nosiki disi guria abiemo e ijare na abena una e ani ije miake,bu ijiege jesu kuaravoga fu una kiae ja gaga erare burete fuone ije abena nosiki disi guria abiemo e ijare na abena una e ani ije miake
00008,0,99,2,ro e soromoni fu uri fari fuone e reobome nafenoga fu uri fari fuone e abaeja nafei ro abaeja fu uri fari fuone e asa nafenoga asa fu uri fari fuone e jeosafati nafenoga fu uri fari fuone e jorame nafei,ro e soromoni fu uri fari fuone e reoboame nafenoga fu uri fari fuone e abaeja nafei ro abaeja fu uri fari fuone e asa nafenoga asa fu uri fari fuone e jeosofati nafenoga fu uri fari fuone e jorame nafei
00018,0,100,1,rove e josofu fuka e mado fu naebe una meri e ije fu fudiema ije mesirina dabe kuagadufuo ije fu naebe ijiege rei ijadufuo fume oe fuone ijia meri fu abedufuo ije fu mauike ijia arekiro fu ijiege vierafei,rove e josofu fuka e mado fu naebe una meri e ije fu fudiema ije mesirina dabe kuaegadufuo ije fu naebe ijiege rei ijadufuo fume oe fuone ijia meri fu abedufuo ije fu mauike ijia arekiro fu ijiege vierafei
01149,0,100,0,bu ijiege rekoga fita fu kaefasido are makave ijia fine areme bara be fu ijia imeno ijare keke gana kuae na vierafega adua a e be jesu e gareriko ijiaki oenoeno na gaevano kuae,bu ijiege rekoga fita fu kaefasido are makave ijia fine areme bara be fu ijia imeno ijare keke gana kuae na vierafega adua a e be jesu e gareriko ijiaki oenoeno na gaevano kuae
00381,0,100,0,ro erare fu naebe na oetuana uri makae none ijia nuvediena isejavaenoeno e ije fuka naebe manido fu e vua none fiemo reke,ro erare fu naebe na oetuana uri makae none ijia nuvediena isejavaenoeno e ije fuka naebe manido fu e vua none fiemo reke
00338,5,80,6,metiu teni,matiu
00669,0,100,1,na ijia vaga bu na dabe vame ise binobino ijia arafiriena vajae fiane vajiega naka vajae fiane urukeigia abena isejavaeke na isejavaena vakuma buka kaniega na baronearo mu inokubeke furike godi fu kiega na una urikono kiae,na ijia vaga bu na dabe vame ise binobino ijia arafiriena vajae fiane vajiega naka vajae fiane urukeigia abena isejavaeke na isejavaena vakuma buka kaniega na baronero mu inokubeke furike godi fu kiega na una urikono kiae
