line_number,'hamming', 'mlipns', 'levenshtein', 'damerau_levenshtein', 'jaro_winkler', 'jaro', 'strcmp95', 'smith_waterman', 'jaccard', 'sorensen_dice', 'tversky', 'overlap', 'tanimoto', 'cosine', 'monge_elkan', 'bag', 'lcsseq', 'lcsstr', 'ratcliff_obershelp', 'arith_ncd', 'rle_ncd', 'bwtrle_ncd', 'sqrt_ncd', 'entropy_ncd', 'bz2_ncd', 'lzma_ncd', 'zlib_ncd', 'mra', 'editex', 'prefix', 'postfix', 'length', 'identity', 'matrix', 'average',transcribed_text,source_text
00558,1, 0, 1, 1, 0.006374603174603144, 0.010624338624338647, 0.006374603174603144, 1.0, 0.015748031496062964, 0.007936507936507908, 0.015748031496062964, 0.007936507936507908, 1.0229004021100787, 0.007936507936507908, 1.992063492063492, 1, 1, 46, 0.007936507936507908, 1.0, 1.0, 0.5213675213675214, 0.4147083520070768, 0.00046931246869744776, 0.22105263157894736, 0.056338028169014086, 0.11904761904761904, 0, 2, 81, 46, 0, 1, 1, 5.57160479407424,ijadufuo jesu fu sidove fuone ijia fu vame suviki bino fu naebe uruvana rei ijadufuo maeje e fuone ije bu naebe fu ma vierafei,ijadufuo jesu fu sidove fuone ijia fu vame sumiki bino fu naebe uruvana rei ijadufuo maeje e fuone ije bu naebe fu ma vierafei
00103,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0.5940959409594095, 0.4142135623730945, 0.0, 0.22988505747126436, 0.01652892561983471, 0.04242424242424243, 0, 0, 0, 0, 0, 0, 0, 0.12638669790728957,areme jesu fune ve ijia urina are gareri guove ijia are isesina e jiusi bu afuina vua kuaevo ijia aruna oenoekinu vua nijasianoe fu vua nijasianoekinu e boeje vua maeje godi fu izege oe buone ije samuagiadufuo ijene kuarianoe fu ijiege renoekinu kuke e iseki boeje adame abekinu ro aekirariaeva ije karauniae,areme jesu fune ve ijia urina are gareri guove ijia are isesina e jiusi bu afuina vua kuaevo ijia aruna oenoekinu vua nijasianoe fu vua nijasianoekinu e boeje vua maeje godi fu izege oe buone ije samuagiadufuo ijene kuarianoe fu ijiege renoekinu kuke e iseki boeje adame abekinu ro aekirariaeva ije karauniae
00019,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9963898916967509, 1.0, 0.7762237762237763, 0.414213562373095, 0.0, 0.26851851851851855, 0.022988505747126436, 0.0594059405940594, 0, 0, 0, 0, 0, 0, 0, 0.1334629469162743,fu ijiege vierafenoenoga e ireobo ijadufuo anera ijare ari naka urana kuae josofu e devidido uifari ige bara meri a abekiro jumemo ije fu bakino abene,fu ijiege vierafenoenoga e ireobo ijadufuo anera ijare ari naka urana kuae josofu e devidido uifari ige bara meri a abekiro jumemo ije fu bakino abene
00009,2, 0, 2, 2, 0.053325467059980425, 0.08887577843330063, 0.053325467059980425, 2.0, 0.008810572687224627, 0.004424778761061954, 0.008810572687224627, 0.004424778761061954, 1.0127672960738778, 0.004424778761061954, 1.9955752212389382, 1, 2, 115, 0.008849557522123908, 1.0038860103626943, 1.0, 0.44, 0.41482933312310555, 0.0003695869412767527, 0.20618556701030927, 0.057971014492753624, 0.13580246913580246, 0, 3, 195, 144, 0, 1, 1, 14.014784066179757,ro jorame fu uri fari fuone e ajaraea nafenoga fu uri fari fuone e jotami nafenoga fu uri fari fuone e easi nafei ro easi fu uri fari fuone e ezekaea nafenoga fu uri fari fuone e manasa nafenoga fu uri fari fuone e amoni nafei,ro jorame fu uri fari fuone e azaraea nafenoga fu uri fari fuone e jotami nafenoga fu uri fari fuone e easi nafei ro easi fu uri fari fuone e esekaea nafenoga fu uri fari fuone e manasa nafenoga fu uri fari fuone e amoni nafei
01099,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9991197183098591, 1.0, 0.6810035842293907, 0.4142135623730948, 0.0, 0.2611111111111111, 0.015748031496062992, 0.058823529411764705, 0, 0, 0, 0, 0, 0, 0, 0.1302946922626848,ema ijiebuo fari ige naeje na bu dabe izege bu buki akae ijia noesina isoena kuaeva ijiege rena kaniega na baroneke rove igia fie e ije erare na abena una e ani ije miamo ije fu iseko ijadufuo maeje godi fuka e ije dabe vame ise ijia isekafake ro kuke asie fuone fu naebe e ije bietevabitie ije fune marekono kiae,ema ijiebuo fari ige naeje na bu dabe izege bu buki akae ijia noesina isoena kuaeva ijiege rena kaniega na baroneke rove igia fie e ije erare na abena una e ani ije miamo ije fu iseko ijadufuo maeje godi fuka e ije dabe vame ise ijia isekafake ro kuke asie fuone fu naebe e ije bietevabitie ije fune marekono kiae
01089,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.99800796812749, 1.0, 0.688, 0.4142135623730951, 0.0, 0.29292929292929293, 0.025974025974025976, 0.042105263157894736, 0, 0, 0, 0, 0, 0, 0, 0.13121265036946467,areme e tuero jesudo vua fievo ijia e be ive fuone ije judasi isikarioti ije fune e zinone ifaejevo ijiebuo e mamekanu ije kariva ijia vae,areme e tuero jesudo vua fievo ijia e be ive fuone ije judasi isikarioti ije fune e zinone ifaejevo ijiebuo e mamekanu ije kariva ijia vae
00086,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9956616052060737, 1.0, 0.6722689075630253, 0.41421356237309526, 0.0, 0.1958762886597938, 0.025974025974025976, 0.06741573033707865, 0, 0, 0, 0, 0, 0, 0, 0.1285708858856792,fu ijiege nijaema areme uri kuae kame ijia gane a ivia igia na augesana baname isoekuma na ire boeje a giaema ije una a vajakono kuae,fu ijiege nijaema areme uri kuae kame ijia gane a ivia igia na augesana baname isoekuma na ire boeje a giaema ije una a vajakono kuae
00359,1, 0, 1, 1, 0.0026706349206349067, 0.004451058201058178, 0.002137301587301521, 1.0, 0.008849557522123908, 0.004444444444444473, 0.008849557522123908, 0.004444444444444473, 1.0128240403575837, 0.004444444444444473, 1.9955555555555555, 1, 1, 82, 0.004444444444444473, 0.9987980769230769, 1.0, 0.6280193236714976, 0.41426079525055115, 8.764962036145128e-05, 0.2191780821917808, 0.020202020202020204, 0.07936507936507936, 0, 1, 144, 82, 0, 1, 1, 9.512147838549073,ro kuke ja noefuo i menoevo ijadufuo buka ja toenamia kame e kini bino ro e romukubuo e mamekanu ijiebuo vadufuo bu kaenamia ijia vaga ja e mamekanu ije abero e jiusi baki ijiebuo nidua ijia irena godido vua maeje kuariadufuo,ro kuke ja noefuo i menoevo ijadufuo buka ja toenamia kame e kini bino ro e romukobuo e mamekanu ijiebuo vadufuo bu kaenamia ijia vaga ja e mamekanu ije abero e jiusi baki ijiebuo nidua ijia irena godido vua maeje kuariadufuo
00349,1, 0, 1, 1, 0.03629703629703629, 0.06049506049506048, 0.0347585747585748, 1.0, 0.025316455696202556, 0.012820512820512775, 0.025316455696202556, 0.012820512820512775, 1.0369942074822016, 0.012820512820512775, 1.9871794871794872, 1, 1, 28, 0.012820512820512775, 0.9824561403508771, 1.0, 0.7945205479452054, 0.41595239745756113, 0.002915907458397762, 0.21333333333333335, 0.1016949152542373, 0.11940298507462686, 0, 1, 51, 28, 0, 1, 1, 3.614350457522384,ro kuke igia fie jade ire gurodi ro siriva ro moni kavuane bino kedena oenoejo,ro kuke igia fie jade ire gorodi ro siriva ro moni kavuane bino kedena oenoejo
00382,33, 0, 2, 2, 0.012264016666019617, 0.0204400277766994, 0.012264016666019617, 2.0, 0.007168458781361964, 0.003597122302158251, 0.007168458781361964, 0.0, 1.010379145779999, 0.003590675867273019, 1.996415770609319, 2, 2, 34, 0.003597122302158251, 0.9990338164251208, 1.0, 0.3755274261603376, 0.41530558445182086, 0.00011571986324103274, 0.1830065359477124, 0.039603960396039604, 0.08088235294117647, 0, 4, 34, 247, 2, 1, 1, 10.946187065050523,ro erare fu ume igia maza boeje fuone vierafema ije oetuakinu kenoeno ije rade fu una izege vame ma fivako ije abekuma baki ro erare fu ume igia maza boeje fuone ma fivadufuo ije fuka toteganaro una e gue vierafekinu oetuana ifejianoeno e ije fuka rade vame ma karivako ije abeke,ro erare fu ume igia maza boeje fuone vierafema ije oetuakinu kenoeno ije rade fu una izege vame ma fivako ije abekuma baki ro erare fu ume igia maza boeje fuone ma fivadufuo ije fuka toteganaro una e gue vierafekinu oetuana ifejianoeno e ije fu rade vame ma karivako ije abeke
00010,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0.4823529411764706, 0.4142135623730953, 0.0, 0.10526315789473684, 0.07017543859649122, 0.07575757575757576, 0, 0, 0, 0, 0, 0, 0, 0.12199301987642265,ro amoni fu uri fari fuone e josaea nafenoga fu uri fari fuone e jekoniakiro iviefari fuone ije nafei,ro amoni fu uri fari fuone e josaea nafenoga fu uri fari fuone e jekoniakiro iviefari fuone ije nafei
00655,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.006578947368421, 1.0, 0.5867768595041323, 0.4142135623730957, 0.0, 0.21875, 0.0547945205479452, 0.06896551724137931, 0, 0, 0, 0, 0, 0, 0, 0.12794351197161688,ijadufuo ja ije vierafena mukoreigia giakinu oenoekiro jade una vame buone ka ise bu vierafena kenoevo ijia nuvediavono kiae,ijadufuo ja ije vierafena mukoreigia giakinu oenoekiro jade una vame buone ka ise bu vierafena kenoevo ijia nuvediavono kiae
00645,246, 1, 1, 1, 0.08723153647595416, 0.1453858941265903, 0.08723153647595416, 1.0, 0.0035335689045936647, 0.001769911504424737, 0.0035335689045936647, 0.0, 1.0051068904330889, 0.0017683479795852497, 1.99645390070922, 1, 1, 38, 0.001769911504424737, 1.0, 1.0, 0.6220472440944882, 0.41459469259699006, 0.00026719701696207595, 0.25149700598802394, 0.017094017094017096, 0.056962025316455694, 0, 1, 246, 38, 1, 1, 1, 17.196948448503687,ro suoke fu saove garia kaziga ja kuavo fu ve ireobo dakuveno kuaevo ijadufuo ja mazani gare fu ve dakuve ro baki ije jane saove garia izege fu remo ijia gana kuaevo ro iviama na igifureki ire sumiki bino renoeko jane gieve rove ja ire ijiebuo maeje jaka naebe mukoe giana vierafeve,ro suoke fu saove garia kaziga ja kuaevo fu ve ireobo dakuveno kuaevo ijadufuo ja mazani gare fu ve dakuve ro baki ije jane saove garia izege fu remo ijia gana kuaevo ro iviama na igifureki ire sumiki bino renoeko jane gieve rove ja ire ijiebuo maeje jaka naebe mukoe giana vierafeve
01141,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.998109640831758, 1.0, 0.6148148148148148, 0.4142135623730952, 0.0, 0.19607843137254902, 0.0, 0.07216494845360824, 0, 0, 0, 0, 0, 0, 0, 0.12633474699546546,ro e zinone ifaejevo ijiebuo e ireobo ije fu urina una jesu kuae a vierafe abe vua bino una e gure bu oesina kuaevo ije gue kuariake ke a bakino kuae,ro e zinone ifaejevo ijiebuo e ireobo ije fu urina una jesu kuae a vierafe abe vua bino una e gure bu oesina kuaevo ije gue kuariake ke a bakino kuae
00533,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0068587105624143, 1.0, 0.6149425287356322, 0.41421356237309515, 0.0, 0.2231404958677686, 0.02197802197802198, 0.05263157894736842, 0, 0, 0, 0, 0, 0, 0, 0.12746367348424414,areme jesu fune e ije ijia uniakona fune una are ijia aru vakogana e vua fuone fievo ije bune ijia nuvena aru vae bu usiaena kuae ni vua ije a abe fiene ijia mena kuariaema ijadufuo maeje kuaruo no fieno kuae,areme jesu fune e ije ijia uniakona fune una are ijia aru vakogana e vua fuone fievo ije bune ijia nuvena aru vae bu usiaena kuae ni vua ije a abe fiene ijia mena kuariaema ijadufuo maeje kuaruo no fieno kuae
01151,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0014204545454546, 1.0, 0.6477272727272727, 0.4142135623730949, 0.0, 0.2682926829268293, 0.021505376344086023, 0.06086956521739131, 0, 0, 0, 0, 0, 0, 0, 0.12982437982747436,areme fune una kekena e kaefasido are makave viene ijia vae fu iko keke vako ijia bara be fu ijia imeno ijare gana uri e ije ireva ije kiae e gure fu jesu e nasaretiko ijiaki oenoeno na gaevano kiae,areme fune una kekena e kaefasido are makave viene ijia vae fu iko keke vako ijia bara be fu ijia imeno ijare gana uri e ije ireva ije kiae e gure fu jesu e nasaretiko ijiaki oenoeno na gaevano kiae
00523,1, 0, 1, 1, 0.01274718861529478, 0.021245314358824707, 0.012345850822652715, 1.0, 0.00666666666666671, 0.0033444816053511683, 0.00666666666666671, 0.0033444816053511683, 1.0096501700337193, 0.0033444816053511683, 1.9966555183946488, 1, 1, 73, 0.0033444816053511683, 1.0009328358208955, 1.0, 0.5378787878787878, 0.41449495186420704, 0.000473246116766303, 0.23809523809523808, 0.03361344537815126, 0.06134969325153374, 0, 1, 73, 227, 0, 1, 1, 11.422535102952514,bu ijiege kuaravoga fu kiae ja fiene mekuva jaka uije maeje ijiakuma nafeke ijadufuo ni ijia arega bu besu tavuafo na maza ije no ire uije kanafuivo ijia na e none kiaga bu ude fiene ise ije nafe ufuana kame miane ifaeje bu nauke areme bu uije maeje kanafuina una are none maeje ijia naejiekono kiae,bu ijiege kuaravoga fu kiae ja fiene mekuva jaka uije maeje ijiakuma nafeke ijadufuo ni ijia arega bu besu tavuafo na maza ije no ire uije kanafuivo ijia na e none kiaga bu ude fiene ise ije nafe ufuana kame miane ifaeje bu naoke areme bu uije maeje kanafuina una are none maeje ijia naejiekono kiae
00366,19, 0, 1, 1, 0.002996296711929025, 0.004993827853215116, 0.002996296711929025, 1.0, 0.007462686567164201, 0.0037453183520599342, 0.007462686567164201, 0.0, 1.010806754956583, 0.0037383308423253325, 1.9924812030075187, 1, 1, 19, 0.0037453183520599342, 0.9772727272727273, 1.0, 0.628099173553719, 0.41494351056950485, 0.0008117355427046972, 0.2604166666666667, 0.05333333333333334, 0.10227272727272728, 0, 2, 19, 116, 1, 1, 1, 5.57286995865098,rove naeje nane ma e ireobo jone ijadufuo bu na dabe ijiege kiekuva na vierafega e none ije jaeje bu kame ive ma omise ijia imiadufuo,rove naeje nane ma e ireobo jone ijadufuo bu na dabe ijiege kiekuva na vierafega e none ije jaeje bu kame ive ma omeise ijia imiadufuo
01080,1, 0, 1, 1, 0.0066894508999771896, 0.011149084833295242, 0.0061180223285486335, 1.0, 0.009478672985781977, 0.004761904761904745, 0.009478672985781977, 0.004761904761904745, 1.0137400566263024, 0.004761904761904745, 1.9952380952380953, 1, 1, 38, 0.004761904761904745, 1.0051612903225806, 1.0, 0.5053191489361702, 0.41428665424718186, 0.00016139111514791484, 0.2713178294573643, 0.042105263157894736, 0.07142857142857142, 0, 1, 38, 173, 0, 1, 1, 7.775903524223833,bu ijia afuina mauike nuriete izege bu jesu kanadufuo ijene kuae bu kuae no jesu kanakuva nobe maza ije no iro ivo ijia kanake ijadufuo maeje e igia ruaeva ije buka defaruduakuva buka urina noena bijaekono kuae,bu ijia afuina mauike nuriete izege bu jesu kanadufuo ijene kuae bu kuae no jesu kanakuva nobe maza ije no iro ivo ijia kanake ijadufuo maeje e igia ruaeva ije buka defarudiakuva buka urina noena bijaekono kuae
01090,189, 1, 1, 1, 0.07723248082683265, 0.12872080137805442, 0.07723248082683265, 1.0, 0.004048582995951455, 0.0020283975659228792, 0.004048582995951455, 0.0, 1.0058527262454378, 0.002026344534061031, 1.9959514170040487, 1, 1, 59, 0.0020283975659228792, 1.0033149171270719, 1.0, 0.5770925110132159, 0.41462263863286986, 0.0003667290734827401, 0.2185430463576159, 0.01834862385321101, 0.07042253521126761, 0, 1, 189, 59, 1, 1, 1, 15.07652591803552,fune va ijia kekena kiae ja vierafe na jesu abe una ja miaekuva ja irere abe na miekono kiae judasi fu ijiege kuariamoga bune urina moni sunine teti ijiege karana vajae areme fune ve ijia urina vame izege fu jesu abe miaga bu kanadufuo ije rerenoe,fune va ijia kekena kiae ja vierafe na jesu abe una ja miakuva ja irere abe na miekono kiae judasi fu ijiege kuariamoga bune urina moni sunine teti ijiege karana vajae areme fune ve ijia urina vame izege fu jesu abe miaga bu kanadufuo ije rerenoe
01123,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0142857142857142, 1.0, 0.5769230769230769, 0.41421356237309453, 0.0, 0.1095890410958904, 0.06779661016949153, 0.06060606060606061, 0, 0, 0, 0, 0, 0, 0, 0.12480629604274493,ro e ije fu na abe e ani none miadufuo ije fune gafia ruomono ni uri no vano kiae,ro e ije fu na abe e ani none miadufuo ije fune gafia ruomono ni uri no vano kiae
00551,111, 1, 1, 1, 0.0852593917710196, 0.1420989862850327, 0.0852593917710196, 1.0, 0.007692307692307665, 0.0038610038610038533, 0.007692307692307665, 0.0, 1.0111405576052004, 0.0038535788812509297, 1.9922480620155039, 1, 1, 20, 0.0038610038610038533, 0.9957356076759062, 1.0, 0.6637931034482759, 0.4150409004670114, 0.0006177828920519216, 0.24210526315789474, 0.0273972602739726, 0.10344827586206896, 0, 1, 111, 20, 1, 1, 1, 8.199738376035672,ijadufuo fu una kia e akae nijasiamo be erare fu una godi e ije fu oe buone ije samuagiamo ijena maziemo ije fu e are koeki igeki,ijadufuo fu una kiae e akae nijasiamo be erare fu una godi e ije fu oe buone ije samuagiamo ijena maziemo ije fu e are koeki igeki
01133,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 1.0091911764705883, 1.0, 0.5942028985507246, 0.4142135623730957, 0.0, 0.20952380952380953, 0.0, 0.06382978723404255, 0, 0, 0, 0, 0, 0, 0, 0.12620474218094885,rove na vierafe na ijiege rekuva vua ije bu buki akae ijia isoena noesina kuaema ije fube riaredufuo ijadufuo ni areke irere fu kuaema ije fu reno kiae,rove na vierafe na ijiege rekuva vua ije bu buki akae ijia isoena noesina kuaema ije fube riaredufuo ijadufuo ni areke irere fu kuaema ije fu reno kiae
00062,9, 0, 2, 2, 0.011673523556735232, 0.01945587259455872, 0.011237159920371553, 3.0, 0.007246376811594235, 0.0036363636363636598, 0.007246376811594235, 0.0036363636363636598, 1.0104923738176423, 0.0036363636363636598, 1.9963636363636363, 1, 1, 63, 0.0036363636363636598, 1.0, 1.0, 0.6192307692307693, 0.4144885225138198, 0.0006144743085796934, 0.23809523809523808, 0.03361344537815126, 0.08387096774193549, 0, 3, 221, 63, 0, 1, 1, 11.07259335857912,ro una e feresi ijiakiro e sejusi uruvana bu do ruekua fuone ruovoga fu giana uri kiae e gare ka isema vierafenoekinu aroekaranoejo garie jaja vierafero jane ma renoedo godi fube rade ja kame isekafiakiro ja ijiege vierafe jone izege ja e biesirianoekinu aroekaravo ije arefo,ro una e feresi ijiakiro e sejusi uruvana bu do ruekuae fuone rovoga fu giana uri kiae e gare ka isema vierafenoekinu aroekaranoejo garie jaja vierafero jane ma renoedo godi fube rade ja kame isekafiakiro ja ijiege vierafe jone izege ja e biesirianoekinu aroekaravo ije arefo
