book,chapter,line_number,line_content
MRK,1,01767,"{8}  De nagali abe ngohi naa tinihiohiki ka de o akere dika masara abe wohihidoduruino Unangoo ahao winihiohiki masara ko de o akerua. Gea Una woboaino de winihiohiki de Ma Jou o Womaha, ma titi Ma Jou o Womaha ahao winihidoaka nginika.” Hokogea wotemo onangika."
MRK,1,01769,{9}  De ma oraha gea o Yesusu naga o Galilea ma tonakoka abe o kapongo moi ma romanga o Nasarete ho genangoka de waino woboa o Yohanesino. De o Yohanese wiohiki o Yesusu genangoka o Yorodani ma akeruku.
MRK,1,01770,{10}  Ho ka de o Yesusu o akeroka de wofareniye de duru ka itodokanino wamake o Horoga ifelenga de Ma Jou o Womaha wouti o Yesusuku hoka o totaleo o namodaara.
MRK,1,01771,"{11}  De nagali o ilingi o Horogauku itemo ato, “Ngona naa ahi Ngofaka duru tonidora de duru tosanangi Ngonaika.” Hokogea Ma Jou o Baba wotemo."
MRK,1,01773,{12}  Ho ka de gea ibooto de Ma Jou o Womaha wiao o Yesusu o tonaka ma kakaahaika.
MRK,1,01774,{13}  De genangoka naga o aewani o fuhuku. De o Yesusu ai dekana o tonaka ma kakaahaka gea ai futu moruatino. De ai futu moruatino gea o Ibilihi ma haeke iwitaili o Yesusika. Masara o malaekatoo naga de de Una ho gea o wange-wangeiye iwiduhunu Unangika.
MRK,1,01776,{14}  De ipahaino de o Yohanese iwitaoko de iwibuioka. De gea iwibuioka de ahao o Yesusu woiki o Galilea ma tonakika la wahingahu-ngahu o nyawaika o Abari ma Rorahai Ma Jouino.
MRK,1,01777,"{15}  Ho gea o Yesusu waika wahingahu-ngahu wato, “Ma oraha adonoka! Itigioka Ma Jou wahikoano mata-mataika! Ho ngini kiani nitoba nia howonino de niangaku o Abari ma Rorahai naa!”"
MRK,1,01778,"{16}  De o wange moiuku de o Yesusu naga wotowongi o Galilea ma akere ma ngooto ma ngigorino. De wotagi-tagi de wamake o Simono de ai dodoto o Andareasa. De ona yahinooto naga manga ngotiroka manga homa yodotumo o akeruku, angamoi ona gea yotobahoma-homa."
MRK,1,01779,"{17}  De o Yesusu wahoko onangika wato, “Niaino nihiniiki Ngohi la tinihidadi nitobahoma-homa o nyawa.”"
MRK,1,01780,{18}  Ho ka de wahoko de manga homa gea yanoaika de o Yesusu iwiniikoka.
MRK,1,01781,"{19-20}  Ho gea o Yesusu wogila-gila de onangoo yomakiniiki de Una, ma ko yokurutikauahi de yamake o ria-dodoto o Yakobusu de o Yohanese, to Sebedeusu ai ngofa-ngofaka. De ona yahinooto gea naga yogogeruku manga ngotiri ma amokoka manga homa ihidodiai."
MRK,1,01782,"De nagali genangoka manga baba de o nyawa yamuruono naga abe yahikarajaanga la yomakuduhunu manga karajaangoka. De o ria-dodoto gea onangoo o Yesusu wahoko la iwitobaniiki, ho gea manga baba o Sebedeusu de manga dodiawo yakokinoaika manga ngotiroka de onangoo o Yesusu iwiniikoka."
MRK,1,01784,{21}  Ho o Yesusu de yaruata gea yomakiniiki yotowongi hiadono yowohama o Kapenaumu ma kapongika. De ipaha abe o Hiaini ma wange adonoka de o Yesusu wowohama manga dodotoko ma tauika de wadotoko o nyawaika abe yomatoomuino genangoka.
MRK,1,01785,"{22}  De ona genangoka duru yokokiheranga ma titi ai dodotoko ma demo naga de ma kuahaka. Ho ona yotemo ato, “Duru imakohowono abe ona yotobadoto-dotoko o Musa ai Paretaino inatobadotoko de abe hoka Una naa wonadotoko Ma Jou ai Demo-demoino. Abe Una naa ai demo duru de ma kuahaka wonadotoko!”"
MRK,1,01786,"{23}  De duru ma oraha gea naga womatengo manga dodotoko ma tauoka abe iwikitokata, de ka itodokanino una wopoaka o Yesusika."
MRK,1,01787,"{24}  Abe una wopoaka waamo-amokiye wato, “Adoo! Ngona o Yesusu abe o Nasaretoka de naino noboa, Ngona ka o kia nodiai ngomino? Bote Ngona noboaino la nato nomihibinaaha ngomi naa? Ngohi tonihioriki abe Ngona naa o Debi-debini ma nyawa abe Ma Jou wonihidingoto naanguku!”"
MRK,1,01788,"{25}  Masara o Yesusu wataere o tokatika gea wato, “Ibootohi notemo ho nohupuoka unangoka gea!”"
MRK,1,01789,{26}  De gea ma tokata duru iwihifafara o nauru gea de imapoaka de ahao imatitokoka unangoka.
MRK,1,01790,"{27}  Ho ona yomatoo-toomuino genangoka duru yokokiheranga ho yomakokeleha ato, “Ka o kia naa? Naa o dodotoko ma hungi igoungu, abe naga de ma kuahaka! Abeika Una de ai kuaha hiadono o toka-tokata ma dorouika wohuloko de iwihingounu.”"
MRK,1,01791,{28}  Ho ma abari abe ma titi to Una ai datoro gea duru imataiti imahora-hora hiadono ihikabarihi o Galilea ma tonaka ma amokika.
MRK,1,01793,"{29}  Ho ka de o Yesusu de yamuruono naga abe iwiniiki gea yohupuoka o dodotoko ma tauoka de yoiki o Simono de o Andareasa manga tauika de yowohama genangika. De o Yakobusu de o Yohanese, onangoo naga yomakiniiki."
MRK,1,01794,{30}  De o tau ma goronaka gea naga o Simono ngoi toroa momaiduoka angamoi imigogama. Ho ka de wowohama de iwihingahu o Yesusika ma titi muna gea ami kangela.
MRK,1,01795,"{31}  Ho o Yesusu woiki munangika de womiso ami giamika de womiliara la momaokoino. De duru ma oraha gea dika de ami badanga ma hauku ihupuoka ho motogumoka ami kangelaino, ho hiadono muna maleleani de o inomo ona gea."
MRK,1,01796,{32}  De ahao ka de ihohomuku de naga o nyawa manga ngoe yoboaino o Yesusino de yakokiaoino o nyawa mata-mata abe yakokitokata de abe yopopanyakeuku.
MRK,1,01797,{33}  Ho o Kapenaumu ma nyawa gea yomakokitoomuinoka o tau ma himangoka gea.
MRK,1,01798,"{34}  De o nyawa ko manga ngoe o Yesusu wahikokitogumoka manga popanyake irupa-rupaino. De ona abe naga yakokitokata gea wakokititokoka manga toka-tokata ma dorou. Masara gea o Yesusu ko wohigunoaua ma tokata itemo o nyawa manga himangoka done yahingahu ma titi abe Una Ma Jou o Ngofaka, angamoi ena gea iwihioriki abe o kiaino Una woboa."
MRK,1,01800,{35}  De ma dawangeino abe ngade-ngade itebini ma ka ifufutuohi de o Yesusu womomiki de wohupu o tauino de woiki o tonaka ma kakaahaika abe ko iwa o nyawa genangoka la womaniata Ma Jouiye.
MRK,1,01801,"{36}  De ahao o Simono de ai dodiawo yamuruono naga, ona gea naga iwilingiri o Yesusu."
MRK,1,01802,"{37}  Ka de iwimake de yotemo o Yesusika, ato, “Mia Baluhu, marai naga o Kapenaumu ma nyawa mata-mata inikokilingiri.”"
MRK,1,01803,"{38}  De o Yesusu wapaluhu onangika, wato, “Iya, gea tohioriki ma naa hogila-gila dika hoiki o kapo-kapongo utuikali abe ko ikurutikaua la onangoo tadotoko. Angamoi gea ma titi ho hiadono nenangino tohupu.”"
MRK,1,01804,{39}  De o Yesusu wotagi-tagi o Galilea ma tonaka ma amokika de o nyawa wadotoko manga dodotoko ma tau-tauoka de manga toka-tokata ma dorou wakokititokoka.
MRK,1,01806,"{40}  De nagali womatengo iwipado woboa o Yesusino de watilabukuku o Yesusu ai himangoka de womagahoko wato, “Ahi Baluhu, nako Ngona ka nomodeke, ngohi tohioriki abe Ngona ka idadi nohihitogumu.”"
MRK,1,01807,"{41}  De o Yesusu duru widora una gea ho wisoika de witemo unangika wato, “Ngohi tomodeke, ho naa notogumoka!”"
MRK,1,01808,{42}  Ka de hokogea o Yesusu wotemoka de ka itodokanino ai pado iaikoka ho o nyawa gea wotogumoka.
MRK,1,01809,{43-44}  De wotogumoka de ahao o Yesusu wihidingoto ma nauru gea la woikohi de womahimatoko womatengoika abe wodadi manga hidemo Ma Jouiye.
MRK,1,01810,"De ko wosobouahi de o Yesusu duru wihibehehongo wato, “Abe naa idadioka ngonaika ufa nahingahu-ngahu o nyawa utuika ma, noikohi unangika abe nia hidemo Ma Jouiye la nomahimatoko unangika la gea wohioriki abe ngona notogumoka."
MRK,1,01811,De kiani nomahihuba o huhuba duru imaketero hoka o Musa wohiparetaka la gea nomahitunguu abe duru notogumoka.” Hokogea o Yesusu wihibehehongo unangika.
MRK,1,01812,{45}  Masara o nyawa gea ka de wohupu de waade-adeoka o nyawaika. Ho ai ade-ade gea wohikabarihoka hiadono o Yesusu ko idadiokaua wowohama o kapo-kapongika done o nyawa ko manga ngoe iwihideefotino.
MRK,1,01813,Ho kiani womahidodogumu ma hoa-hoanoka abe ko iwa o nyawa genangoka. Ma ngaro o Yesusu womatingakika hokogea ma ka ihikaika nagahi o nyawa o kia-kiaino dika yoboaino Unangino.
MRK,2,01814,2
MRK,2,01815,"{1}  Ho o wange muruono naga ipahaikaka de o Yesusu wolioli o Kapenaumu ma kapongika, de o nyawa yoihene abe o Yesusu woboaka ho naga ma tauoka."
MRK,2,01817,"{2}  De ma abari gea yoihenino ho naga manga ngoe yoboa yomatoomuino ma tauoka gea ho hiadono yodokemoka o tau ma goronaka de ko iwaka ma ngi, de hiadono yodeefotoka o tau ma ngorana ka hiadono ma poretoko. De o Yesusu wadotoko o nyawa manga ngoeika gea Ma Jou ai Demo-demoino."
MRK,2,01818,{3}  De naga womatengo wolugu-lugu abe iwiao o Yesusika ho naga ai dodiawo yaruata yomaketeligoraka la o Yesusika iwiao.
MRK,2,01819,"{4}  Iwiaoino masara ko idadiua iwihiadono o Yesusika angamoi o nyawa genangoka yowoeholi. Ho iwihidoa daku o tau ma poretiye. De ahao o tau ma katu agoraka o Yesusu ai lokuiye, de wolugu-lugu gea iwihidowora ka ma moi de ai nanao, ho iwihiguti daea o Yesusu ai himanguku."
MRK,2,01820,"{5}  Ho ka de o Yesusu wamake manga ngongaku gea de witemo wolugu-luguika wato, “Ahi ngofaka, ani howono Ma Jouika naa Ngohi takokiofioka.”"
MRK,2,01821,"{6}  De naga o tau ma goronaka gea yogogeruku yamuruono naga abe yotobadoto-dotoko o Musa ai Paretaino, de doka manga hiningaka o Yesusu iwihidemo ato, {7}  “Ei, una naa ai demo duru itorou!"
MRK,2,01822,"Abe una ka o nyawa dika ho ufa womahitouna, angamoi gea to Ma Jou dika ai karajaanga la o nyawa manga howono waofi. Ho nako una naa wotemo hokogea de una wingelo Ma Jouika.”"
MRK,2,01823,"{8}  Ma ka de hokogea yotemo ngaro manga hiningaka dika de o Yesusu duru wohiorikoka hokokia itagi manga hiningaka. Ho wotemo onangika wato, “Adodoa ho ka doka dika nia hiningaka de nitemo-temo hokogea? Marai niato to Ngohi ahi kuaha ko iwa?"
MRK,2,01824,"{9}  Masara Ngohi naa naga de ahi kuahaka ho hiadono ngaro totemo wolugu-luguika tato, ‘Ani howono taofioka,’ eko ngaro totemo tato ‘Nomomiki de ani nanao nagoraka de nomaloiki,’ ma ka idadi mata-mata."
MRK,2,01825,{10}  Ho naa tomahitaana abe Ngohi naa o Nyawa ma Ngofaka abe o Horogaka de tauku toboa masara o nyawaino tomaboa. Abe Ngohi naa de ahi kuahaka ma gou-goungu o duniaka la hiadono ka idadi taofi o nyawa manga howono Ma Jouika.
MRK,2,01826,"De gea itaana nako tihuloko la womomiki de una ka idadi womaloiki.” Ho gea o Yesusu wotemo onangika ibooto de ahao wolugu-luguikali wotemoli wato, {11}  “Ho naa ngonaika tonihuloko la ngona nomomikoka, de ani nanao nagoraka de ka idadi nolio ani tauika.”"
MRK,2,01827,"{12}  De una wolugu-lugu ka dau de womahiburahiye, de ai nanao wagoraka de wohupu manga himangoka de waika. De o nyawa manga ngoe genangoka duru yokokiheranga hiadono Ma Jou iwihigiriiri. De yomakoketemo ato, “Ko ma moiuahi ma datoro abe hokonaa ngone hamake!”"
MRK,2,01829,"{13}  De ma moioli o Yesusu woikoli o Galilea ma akere ma ngooto ma datekika, de naga o nyawa ko manga ngoe yokokiboaino Unangino. Ho yomatoomuino Unangoka de onangikali wadotoko."
MRK,2,01830,"{14}  De wadotoko ibooto de o Yesusu wogila-gila de wimake o nyawa womatengo ai romanga o Lewi, abe una to Alefeusu ai ngofaka, de to una ai karajaanga wotobagaho-gahoko o pajaka ma tiwi."
MRK,2,01831,"Ho gea o Yesusu wimake wogogeruku o pajaka yogaho-gahoko ma tauoka. De o Yesusu wiahoko unangika wato, “Naino la ka ihikaika nohiniiki Ngohi.” Ka de hokogea wotemo de o Lewi womaoko de winiiki o Yesusika."
MRK,2,01832,"{15}  De ahao o Yesusu de iwinii-niiki naga o Lewi ai tauoka yomakutuono yolomo ai tau ma goronaka gea. De naga utu manga ngoe iwiniiki o Yesusu abe manga datoro itotorou. Ho ma oraha gea naga abe o pajaka yogaho-gahoko de nagali utu abe yodiaioka itorou Ma Jouika, ona mata-mata gea yolomo hoimoi genangoka o Lewi ai tauoka."
MRK,2,01833,"{16}  De nagali genangoka o Farisi manga doomuino ma nyawa de ona abe yotobadoto-dotoko o Musa ai Paretaino ho ka de ona gea iwimake o Yesusu wolomo de ona o pajaka yogaho-gahoko de abe yodiaioka itorou,"
MRK,2,01834,"de yaleha o Yesusu iwinii-niikika ato, “Adodoa ho nia baluhu gea yomakutuono yolomo de ona abe o pajaka yogaho-gahoko de o nyawa utuoli abe onangoo yodiaioka itorou Ma Jouika?”"
MRK,2,01835,"{17}  Ho manga demo gea woihene de o Yesusu Una ma hirete wapaluhu onangika wato, “Nako o nyawa yomalega de yafikiri ato ko yopopanyakeua, ona gea ko yomahibauua ona yohou-hourika. Masara o nyawa abe yomahioriki naga de manga panyakeoka ona gea yosanangi yoperelu o duduhunu yohou-hourino."
MRK,2,01836,"Ho Ngohi naa toboa ko ma titiua tahoko ona gea abe yomaetongo manga wowango ato yototiaioka. Masara ona abe yomahioriki nagahi de manga howonokahi Ma Jouika, ona gea tahoko la yoporetika manga howono gea.”"
MRK,2,01838,"{18}  De ma moiuku ona abe iwinii-niiki o Yohanese Wotobaohi-ohiki ona gea naga yopuaha, de onangoo yanii-niiki o Farisi ma nyawa yopuaha."
MRK,2,01839,"De ahao naga o nyawa yoboa o Yesusino de iwileha Unangika ato, “Ona gea abe o Yohanese iwinii-niiki ona yopuaha, de nagali ona yanii-niiki o Farisi ma nyawa ma onangoo yopuaha. Ho adodoa ho to Ngona ani nyawa de ko yopuahaua?”"
MRK,2,01840,"{19}  De o Yesusu ma oraha wapaluhu onangika de womahiketero abe ma titi Una ma hirete de ona iwinii-niiki. Ho gea wapaluhu ona yoleha-lehaika wato, “Hokokia to ngone nanga biaha?"
MRK,2,01841,"Abe nako o gogilaka ma rame-rameoka de una woila-ilaka nagahi, sarakia, ma oraha gea mode ai dutu-dutu de ai dodiawo ka idadi ona gea yopuaha? Koua. Nako una gea abe woila-ilaka nagahi, ko idadiua yopuaha."
MRK,2,01842,"{20}  Masara ahao naga ma oraha abe ai dodiawoino iwiaoka woila-ilaka gea, de gea ma oraha ahao yopuaha ai dodiawo angamoi manga hininga ihuha ho ko yolomuahi o inomo. De gea ma titi hiadono Ngohi tato ma oraha ko adonuahi abe ona ihinii-niiki kiani yopuaha de manga hininga ma huha.”"
MRK,2,01844,"{21}  De ahao ma moioli wohiketero o Yesusu la wahitararono ma titi o kia hiadono ona iwinii-niiki ko yopuahauahi. Abe Una wotemo wato, “Nako naga nanga baju ma dekanino biaha hapake-pake de ikakihoka ho hato hatapa, nako ma dadapa gea ka ma hungiohi, gea ko idadiua de hohiduguriti."
MRK,2,01845,"Nako gea ahao ma dadapa ma hungi ikororomo de atauru ma dabino ho ma baju gea ma moioli ikakihi, masara ma kakihi ma hungi gea utuohi ilamoko.”"
MRK,2,01846,"{22}  De ma moioli o Yesusu wohiketero abe ma titi ka moi de hoka kangano, wato, “Nako naga o angguru ma teongo ka ma hungiohi, ko idadiua hoguhe o popojeuku nako ma popoje ma dekanoka, done ahao ma teongo ihaga de ma popoje ipotoka, de gea ahao ma teongo ikopoaka de ma popojeoo irusakoka."
MRK,2,01847,"Ho nako ma teongo ma hungi, kiani hoguhe o popoje ma hungiuku.” Hokogea o Yesusu ai hiketero abe genangino de wahitararono ma titi o kia naga hiadono to Una ai dodiawo ko yopuahauahi ma oraha gea."
MRK,2,01849,"{23}  De o Hiaini ma wange moioka de o Yesusu de iwinii-niiki yotagi-tagi de o nyawa manga pine ma redika yoboa, de iwinii-niiki ona homoi-homoi yomakokigutuku ma pine ma gosela."
MRK,2,01850,"{24}  De o Farisi ma nyawa iwitaere o Yesusika ato, “Abeika ona gea! Adodoa ho o Hiaini ma wangeoka de atilakuru to ngone nanga pareta? Angamoi o Hiaini ma wangeoka de ko idadiua hokarajaanga!”"
MRK,2,01851,"{25-26}  De o Yesusu wapaluhu onangika wato, “Mode ngini ko nibasauahi o Dautu ai ade-ade Ma Jou ai Bukuoka? Abe ma dihira ma oraha o Dautu gea de naga womatengo o Abiatara abe wodadi to ona manga hidemo wokokurutiye Ma Jouiye."
MRK,2,01852,Ho ma oraha gea de o Dautu duru iwihafini de ai dodiawo onangoo yahafini ho Ma Jou ai Tau ma goronaika wowohamika o Dautu de wolomo o roti abe Ma Jouika iwidingakoka.
MRK,2,01853,"Abe tanu ona manga hidemo ma nyawa dika ka idadi yaolomo ma roti gea, o nyawa utu duru ko idadiua yaolomo. Masara o Dautu una waolomo de wahikodokuoo ai dodiawoika la onangoo yaolomo."
MRK,2,01854,"De gea o Dautu ko wahowonua Ma Jou ai himangoka, ngaro ma roti gea iwidingakoka Ma Jouika. Mode ngini gea ko nibasauahi ma ade-ade gea? Ho nako o Dautu wodiai hokogea de ko wahowonua, hongoli Ngohi naa ahi datorino de ko tahowonua Ma Jouika!”"
MRK,2,01855,"{27}  De ahao o Yesusu wodogo wahitararono wato, “Ma dodihiraino de Ma Jou wohikatingaka o wange moi la o minggu moi ma moi naga o Hiaini ma wange. De hokogea wodiai la o nyawa yamake ma owa genangino. Masara ko mangaleua ma titi watulaada o nyawa la onangino de yahiutumu o Hiaini ma wangeika."
MRK,2,01856,"{28}  De naa moioli ma titi tinihingahu, abe Ngohi naa o Nyawa ma Ngofaka abe o Horogaka de tauku toboa, ho Ngohioo o Hiaini ma wange ma hibaluhu. Ho Ngohi dika naga de ahi kuahaka la tomaputuhu ma hiaturu o kia itiai haniiki o Hiaini ma wangeoka.”"
MRK,3,01857,3
MRK,3,01858,{1-2}  De ma moiuku abe o Hiaini ma wangeoka de o Yesusu wowohamoli o dodotoko ma tauika de naga womatengo genangoka ai giama ma hononga iheluku.
MRK,3,01860,"De nagali o nyawa utu genangoka o Yesusu iwigoana de yolingiri ma titi la ato nako wodiai ko itiaiua ka idadi iwihohowono. Ho yamuruono naga duru iwilega-lega o Yesusika done ai giama ihelu-heluku wihitogumu, ato nako wihitogumu o Hiaini ma wangeoka gea wahowonoka."
MRK,3,01861,"{3}  De o Yesusu wihuloko ai giama ihelu-helukika gea wato, “Nomaokoino mia hidogoronaka naa.”"
MRK,3,01862,"{4}  De o Yesusu wotemo o nyawa utuika genangoka wato, “Nako nanga pareta haniiki, o kia ka idadi hodiai o Hiaini ma wangeoka? Ka idadi hodiai irorahai ekola koaho hodiai itotorou? De o nyawa ka idadi haduhunu manga wowangoka ekola hatoma? O kiahi imakiniiki de nanga pareta?” Masara ona yomarii-riidoka dika."
MRK,3,01863,"{5}  De o Yesusu womalega arihononga de wongamo angamoi ai dohata o howonika. De ai hininga duru ihuha ma titi manga pea kohadogowini ho hiadono wakokidamaanoka. De witemo ai giama ihelu-helukika wato, “Nagorakiye ani giama.” De wagorakiye ai giama de idadi imakadaene abe hoka ai giama ma honongali ho itogumoka."
MRK,3,01864,"{6}  De o Farisi ma nyawa genangoka ka de gea idadi de yohupuoka de yoiki o Herodese ai dodoomuika, de ahao ma doomu hinooto gea ona yomahikagaro la ato o Yesusu iwitoma."
MRK,3,01866,{7-8}  De o Yesusu de iwinii-niiki ona yosobo yanoaika ma ngi gea de yoikoli o akere ma ngootikali. De naga o Galilea ma nyawa duru ko manga ngoe yoboaino de iwiniiki Unangika hiadono yomakutuono yomakiniiki. De naga o nyawa utuoli ko manga ngoe yoboaino o Yesusino.
MRK,3,01867,Abe o Yorodani ma akere doka ma honongaino yoboa Unangino de o Yudea ma tonakino yoboa de nagali o Yerusaleeme ma kotaino yoboaino.
MRK,3,01868,"De nagaoo abe o Idumea ma tonakino yoboaino de hiadono ona yogogere o Tirusu de o Sidono ma kota ma datekoka, onangoo mata-mata yokokiboaino. Ona gea mata-mata yokokiboaino o Yesusino angamoi yoihenoka o Yesusu ai ade-ade ma ngoe abe o heheranga wodiaioka."
MRK,3,01869,"{9}  Masara angamoi ona duru ko manga ngoe ho yomahidutukino o Yesusino, ho gea hiadono wahuloko iwinii-niikika wato, “O ngotiri nihihidiai la kalioli ihihideefotino.”"
MRK,3,01870,{10}  De igoungu ona ko manga ngoe abe de manga popanyakeoka yomahiefoto o Yesusika la ato iwiso Unangika angamoi ihiorikoka naga o nyawa ko manga ngoe wahitogumokau manga popanyakeino.
MRK,3,01871,"{11}  De nako yakokitokata iwimake o Yesusika de yomamotu-motumuku ai himangoka de yomapoaka ato, “Ngona naa Ma Jou o Ngofaka.”"
MRK,3,01872,"{12}  Masara o Yesusu duru wataere onangika wato, “Ko idadiua ngini niade-ade o nyawaika ma titi Ngohi.”"
MRK,3,01874,"{13}  De ma oraha gea o Yesusu wodoa daku o lokuiye. De gea wodoaiye de ko womatengoua, angamoi Una wahokino manga ngoe abe womaputuhoka wato ona gea iwiniiki dakuiye. Ho ona yomahiadoniyeoka de genangoka yomatoomuino o doomu moi."
MRK,3,01875,"{14}  De ahao iwinii-niikino gea wairiki yangimoi de yahinooto la ona gea ka ihikaika iwidodiawo de iwiniiki Unangika. De ona gea abe wahidingoto o nyawaika la yotobadotoko Ma Jou ai Demo-demoino, ho iwihiromanga onangika wato ai hidingoto ma nyawa."
MRK,3,01876,{15}  De wahidoaka onangika o kuaha la ka idadi onangoo o tokata ma dorou ihititoko.
MRK,3,01877,{16}  De hokonaa ona yangimoi de yahinooto gea manga romanga. Abe naga o Simono abe una gea o Yesusu wihiromangoli o Peturusu.
MRK,3,01878,"{17}  De naga o Yakobusu de ai dodoto o Yohanese, yahinooto gea to Sebedeusu ai ngofa-ngofaka, onangoli wahiromangoli o Boanegese. Abe ma romanga gea ma titi o Kuruuhu ma ngofaka."
MRK,3,01879,"{18}  De utuoli naga to ona manga romanga o Andareasa, o Filipusu, o Batolomeusu, o Matiusu, o Tomasa, de o Yakobusu to Alefeusu ai ngofaka, o Tadeusu, de o Simono abe una gea o Seloto ma dodoomuino ma nyawa."
MRK,3,01880,"{19}  De womatengoli o Yudasa Isikarioto, una gea abe ahao wihidoaka o Yesusu o nyawaika abe iwihidee la iwitoma. Hokogea ona yangimoi de yahinooto manga roma-romanga abe o Yesusu wairiki la yodadi ai hidingoto ma nyawa."
MRK,3,01882,{20}  Ho o lokuoka de auku youtiuku de yolio yowohamika ma tau ma goronaika. Masara imaketero hoka ma dihirali naga o nyawa ko manga ngoe iwiniiki de genangoka yomatoomuino o tau ma goronaka. Ho o Yesusu de iwinii-niiki ato yolomo ma ko idadiua angamoi o nyawa yowoeholi.
MRK,3,01883,"{21}  De ma oraha gea o ngi moiokali naga o nyawa utu iwihiade-ade ma titi o Yesusu abe ona ato, “Una gea iwitogohanga!” Ho ka de o Yesusu ngoi meme de ai gogianongoru yoihene manga hiade-ade gea de yosobo yoboaino la ato iwile o Yesusu."
MRK,3,01884,"{22}  De o tau ma goronaka gea abe o Yesusu naga genangoka de naga ona yotobadoto-dotoko o Musa ai Paretaino yoboa o Yerusaleemino de onangoo iwihiade-ade o Yesusu ato, “Una gea iwibare-barenoka o tokata ma hidimono."
MRK,3,01885,"Ho gea ma titi hiadono Una wakunu wohititoko o tokata ma dorou, angamoi o tokata ma hidimono iwihidoaka to ena ma kuaha Unangika! Abe ma hidimono gea ihiromanga o Beelsebulu.”"
MRK,3,01886,"{23}  Ho o Yesusu wahokino ona abe yotobadoto-dotoko o Musa ai Paretaino de waleha onangika wato, “Ho mode o Ibilihi yahititoko to ena ma hirete ma dodiawo o nyawaino?"
MRK,3,01887,"{24}  Hokonaa moi tohiketero. Abe nako o koano womatengo de to una ai kokawaaha yomahikokoona yomaketeparangi, gea ahao yomahikabarihika dika."
MRK,3,01888,"{25}  De moioli ka idadi tohiketero. Nako o tau moi de yomaketeliliara de ka ihikaika yomakokalawana, gea onangoo yahikapusakoka."
MRK,3,01889,"{26}  Ho gea imaketero hoka o Ibilihi de ma kokawaaha, nako imahikokoenangoo imakokalawana hiadono ma kuaha imakeregu, gea mata-mata iborikalaka de ma kuaha duru ko iwaka.”"
