line_number,'hamming', 'mlipns', 'levenshtein', 'damerau_levenshtein', 'jaro_winkler', 'jaro', 'strcmp95', 'smith_waterman', 'jaccard', 'sorensen_dice', 'tversky', 'overlap', 'tanimoto', 'cosine', 'monge_elkan', 'bag', 'lcsseq', 'lcsstr', 'ratcliff_obershelp', 'arith_ncd', 'rle_ncd', 'bwtrle_ncd', 'sqrt_ncd', 'entropy_ncd', 'bz2_ncd', 'lzma_ncd', 'zlib_ncd', 'mra', 'editex', 'prefix', 'postfix', 'length', 'identity', 'matrix', 'average',transcribed_text,source_text
02023,163, 1, 5, 5, 0.07190176664725301, 0.1198362777454216, 0.07131061929722382, 6.0, 0.029126213592232997, 0.014778325123152691, 0.029126213592232997, 0.00990099009900991, 1.0426443374084937, 0.014766370943165574, 1.995049504950495, 4, 4, 146, 0.014778325123152691, 1.007905138339921, 1.0, 0.574468085106383, 0.4162913142822554, 0.001094736812510496, 0.3023255813953488, 0.08602150537634409, 0.15966386554621848, 0, 5, 179, 150, 2, 1, 1, 19.969440857981787,de o nyawa abe yokokurutie o galilea ma tonakoka ona manga ngoe yaniiki ai rame ramioka gea abe ona yoko kurutie naga utu abe yahipareta manga kokawahaika de naga utu o tentara ma nyawa manga hohidimono,de o nyawa abe yokokurutiye o galilea ma tonakoka ona manga ngoe yaniiki ai rame rameoka gea abe ona yokokurutiye naga utu abe yahipareta manga kokawaahaika de naga utu o tentara ma nyawa manga hohidimono
01877,64, 1, 6, 6, 0.07857453281182092, 0.13095755468636827, 0.0765319426336376, 8.0, 0.05785123966942152, 0.029787234042553234, 0.05785123966942152, 0.02564102564102566, 1.085973223109853, 0.02977844974248589, 1.9914529914529915, 4, 4, 75, 0.029787234042553234, 0.9955056179775281, 1.0, 0.6696428571428571, 0.4155390183803479, 0.0007819062855738265, 0.29591836734693877, 0.11267605633802817, 0.25, 0, 5, 109, 114, 1, 1, 1, 11.951007367381571,de hokona ona yangi moi de yahinoto gee manga romanga abe naga o simono abe una geea o yesusu wihiromangoli o petrusu,de hokonaa ona yangimoi de yahinooto gea manga romanga abe naga o simono abe una gea o yesusu wihiromangoli o peturusu
02166,276, 1, 25, 25, 0.09044870015792394, 0.15074783359653987, 0.09008309759072974, 28.0, 0.06194690265486724, 0.03196347031963476, 0.06194690265486724, 0.0031347962382445305, 1.0922585078519884, 0.03155841836985818, 1.9970589265081755, 20, 22, 156, 0.03805175038051756, 1.0015527950310559, 1.0, 0.5173611111111112, 0.44072482627321147, 0.008800717723915122, 0.30927835051546393, 0.12403100775193798, 0.18888888888888888, 3, 42, 279, 338, 19, 1, 1, 36.56587755892997,de gea manga dorou unangika idadi duru imaketero hoka ma do dihiraka ihitulihukuoka ma jou ai demo demoka hona ngohioli tinileha nginika naga ma jou ai demo demoka ihitulihukuoka ma titi ngohi o nyawa ma ngofaka abe ahao ihidohata de ihioluku de hiadono ihihikangela ma ngoe ho gea ma titi okia abe ika gea niafikirohi em m eynyutnttnn 08,de gea manga dorou unangika idadi duru imaketero hoka ma dodihiraka ihitulihukuoka ma jou ai demo demoka ho naa ngohioli tinileha nginika naga ma jou ai demo demoka ihitulihukuoka ma titi ngohi o nyawa ma ngofaka abe ahao ihidohata de ihioluku de hiadono ihihikangela ma ngoe ho gea ma titi o kia abeika gea niafikirohi
02172,245, 1, 16, 16, 0.08336411692257206, 0.13894019487095344, 0.08297129192578667, 21.0, 0.02265372168284785, 0.011456628477905073, 0.02265372168284785, 0.0033003300330033403, 1.0330582885792956, 0.011423527171530723, 1.9967532467532467, 6, 11, 223, 0.02782324058919805, 1.001751313485114, 1.0, 0.6898954703832753, 0.41773149761818235, 0.0022577102173671295, 0.3879781420765027, 0.144, 0.25882352941176473, 3, 29, 282, 307, 5, 1, 1, 34.53931870505534,ho abe ma oraha ma tokata wibarene gee iwihirubauku ma tonakuku ahi ngofaka de ai uruoka naga ai kibiri iuihi de nagali ai ngingiri kaihikaika wohikokagoli de nagali ai badangoli duru itiri tirihoka hoka ngano togahoko yaahiwoika abe ini niiniiki la tato ma tokata yahititoko una ngino ma sara ona koyakunuwa,ho abe ma oraha ma tokata iwibarene gea iwihirubauku ma tonakuku ahi ngofaka de ai uruoka naga ai kibiri iuihi de nagali ai ingiri ka ihikaika wohikagoli de nagali ai badangoli duru itiri tirihoka ho kangano togahoko yahiwoika abe ininii niiki la tato ma tokata yahititoko unangino masara ona ko yakunua
02413,154, 1, 6, 6, 0.06810977507925797, 0.11351629179876321, 0.06757762168692749, 8.0, 0.021929824561403466, 0.011086474501108667, 0.021929824561403466, 0.008888888888888835, 1.031990114244437, 0.011084043546560896, 1.9955555555555555, 3, 4, 155, 0.01552106430155209, 1.0023474178403755, 1.0, 0.5781990521327014, 0.41525463621839775, 0.0007275681228561768, 0.24161073825503357, 0.07766990291262135, 0.1791044776119403, 0, 6, 211, 200, 1, 1, 1, 22.46653244917117,de o nyawa yomakikapongo moi de manga musu yomaketeparangi eko o nuhu hinoto de yomaakumusu de ma oraha gea o tonaka idadi ihikelu kelu ma ngoe de o tonakautuoli o nyawa ko manga ngoe yohonenge anga moi naga o hafini ma amoko,de o nyawa yomahikapongo moi de manga musu yomaketeparangi eko o nuuhu hinooto de yomakumusu de ma oraha gea o tonaka idadi ihikelu kelu ma ngoe de o tonaka utuoli o nyawa ko manga ngoe yohonenge angamoi naga o hafini ma amoko
02407,81, 1, 7, 7, 0.03782034643401022, 0.0630339107233504, 0.036960120329179835, 10.0, 0.035211267605633756, 0.017921146953404965, 0.035211267605633756, 0.014388489208633115, 1.0517150365441552, 0.017914838656264087, 1.9929591836734695, 3, 4, 99, 0.02508960573476704, 1.005859375, 1.0, 0.6865671641791045, 0.4308568734469441, 0.006650300659728199, 0.38095238095238093, 0.10126582278481013, 0.24468085106382978, 0, 12, 127, 134, 1, 1, 1, 14.564266411222214,muruonoka de yahao idadi ma jou ai tauika de ma dodungu okia abe yahao idadi la miamake de g enangino mihioriki abe tigioka ma karusa ka gea,muruonoka de ahao idadi ma jou ai tauika de ma dodunguu o kia abe ahao idadi la miamake de genangino mihioriki abe itigioka ma karusaka gea
01902,178, 1, 24, 24, 0.0726272374665734, 0.12104539577762241, 0.07224907369486133, 28.0, 0.05214723926380371, 0.026771653543307128, 0.05214723926380371, 0.003225806451612856, 1.077265126326703, 0.02650000860266033, 1.9969420118343195, 16, 20, 223, 0.03937007874015752, 1.000790513833992, 1.0, 0.5586206896551724, 0.43713644536975976, 0.006478976944497432, 0.3350253807106599, 0.14173228346456693, 0.23626373626373626, 3, 38, 223, 325, 15, 1, 1, 33.154598202859056,de ipahaino de o yesusu ma moioli o nyawa wadotoko o galilea ma akere ma ngooto ma datekoka de duru kayowoeokaholi yomatoomoino ho o yesusu womatururu o ngotiroko de wogogeruku o ngotiroka geea la wadotoko onangika de abe o nyawa yowoe woe yomafafoino ge enangoka ona kaodu dungoka dika de iwihigihene unangika e mpnyyutnn 08,de ipahaino de o yesusu ma moioli o nyawa wadotoko o galilea ma akere ma ngooto ma datekoka de duru ka yowoeokaholi yomatoomuino ho o yesusu womaturuuru o ngotiroko de wogogeruku o ngotiroka gea la wadotoko onangika de abe o nyawa yowoe woe yomafafoino genangoka ona ka o dudungoka dika de iwihigihene unangika
01916,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.9955555555555555, 1.0, 0.7096774193548387, 0.4142135623730944, 0.0, 0.13432835820895522, 0.0392156862745098, 0.10714285714285714, 0, 0, 0, 0, 0, 0, 0, 0.12941568937970033,abe una wato o bibiti gea wohibarihika gea ma jou ai demo demo,abe una wato o bibiti gea wohibarihika gea ma jou ai demo demo
02091,84, 1, 9, 9, 0.04490695587469773, 0.07484492645782959, 0.04361314593572663, 12.0, 0.03703703703703709, 0.018867924528301883, 0.03703703703703709, 0.01621621621621616, 1.0544477840223765, 0.018864360410700054, 1.9946525609897099, 4, 6, 122, 0.029649595687331498, 0.9985835694050992, 1.0, 0.5766871165644172, 0.4258521272519521, 0.005175596802948196, 0.3252032520325203, 0.11494252873563218, 0.22321428571428573, 0, 17, 159, 166, 1, 1, 1, 17.6188175300207,de o yahudi ma nyawa ona koyomaketedo diabouwa de o azuru ma nyawa abe koyaigouwa onangika ho o yesus ma oraha womipaluhu de wahiketero abe ona ko o yahudi ma nyawauwa wahiromanga o kaho,de o yahudi ma nyawa ona ko yomaketedodiawoua de o asuru ma nyawa abe ko yaigoua onangika ho o yesusu ma oraha womipaluhu de wahiketero abe ona ko o yahudi ma nyawaua wahiromanga o kaho
02085,39, 1, 19, 19, 0.11958971185665468, 0.19931618642775784, 0.11856038634345833, 21.0, 0.128, 0.06837606837606836, 0.128, 0.009090909090909038, 1.1975999598851608, 0.06670419709586439, 1.9920655567117587, 15, 17, 73, 0.0854700854700855, 1.0021321961620469, 1.0, 0.7521367521367521, 0.4619723694457543, 0.02131485381800372, 0.46078431372549017, 0.2191780821917808, 0.31521739130434784, 2, 33, 119, 124, 14, 1, 1, 14.892514971177704,de gee ma tamata ma datoro ma dorou ka o nyawa manga hiningainodika ipuda ho gea hi adono yahihowono ma jouika em ppeyutn 08,de gea mata mata ma datoro ma dorou ka o nyawa manga hiningaino dika ipuda ho gea hiadono yahihowono ma jouika
02594,219, 1, 21, 21, 0.06155315544769757, 0.10258859241282925, 0.06119742422240104, 23.0, 0.049132947976878616, 0.0251851851851852, 0.049132947976878616, 0.00303030303030305, 1.0726844539014833, 0.024944400986177784, 1.997118252467969, 16, 19, 265, 0.034074074074074034, 1.0037397157816006, 1.0, 0.6794871794871795, 0.43693052985068725, 0.006230112042605127, 0.3791469194312796, 0.11510791366906475, 0.21025641025641026, 3, 40, 265, 345, 15, 1, 1, 37.1268100152412,de ipaha o hiaini ma futuku de o ngo maria madalena de momatengo o ngo maria geato yakobusu ngoi meme de o ngo salome ona yaruange yomakiniiki yo ija o minya abe ma bounu duru ma ho haeloa abe ma ngo feka yaruange gea ato joiki o yesusu ai lungunika la ai honenguku iwihituagi abehoka manga biaha yotobadiai o nyawa manga honengika em penyutn 08,de ipaha o hiaini ma futuku de o ngo maria madalena de momatengo o ngo maria gea to yakobusu ngoi meme de o ngo salome ona yaruange yomakiniiki yoija o minya abe ma bounu duru ma hohailoa abe ma ngofeka yaruange gea ato yoiki o yesusu ai lungunika la ai honenguku iwihituagi abe hoka manga biaha yotobadiai o nyawa manga honengika
02245,136, 1, 8, 8, 0.063357284799757, 0.10559547466626162, 0.06234671817327664, 10.0, 0.037190082644628086, 0.0189473684210526, 0.037190082644628086, 0.012711864406779627, 1.0546770926203142, 0.018927801134972944, 1.99581589958159, 6, 6, 148, 0.0189473684210526, 1.0022831050228311, 1.0, 0.6724890829694323, 0.41539745878016593, 0.0015941974891922198, 0.2830188679245283, 0.09174311926605505, 0.18571428571428572, 3, 12, 148, 238, 3, 1, 1, 21.649351386902374,abe nako o aewani o unta de o populaki ma lakoika iwohama la ato ma honongaika ihapongo ena ngohi gee hatoli igapanga ma sara nako o ona yokaya kaya ato yodadi to una ai kokawaha abe wahikoano ona ngohi duru ihuha yohapongo ma jou ai ngiie,abe nako o aewani o unta de o populaki ma lakoika iwohama la ato ma honongaika ihapongo enangohi gea hatoli igapanga masara nako ona yokaya kaya ato yodadi to una ai kokawaaha abe wahikoano onangohi duru ihuha yohapongo ma jou ai ngiiye
02117,163, 1, 22, 22, 0.052053900306768486, 0.08675650051128081, 0.05161557043954723, 25.0, 0.06360424028268552, 0.03284671532846717, 0.06360424028268552, 0.003759398496240629, 1.0948096933813207, 0.03243421724086448, 1.9962406015037595, 17, 19, 201, 0.04014598540145986, 1.003780718336484, 1.0, 0.6937984496124031, 0.4219417855961798, 0.0015899884683891626, 0.3930635838150289, 0.1322314049586777, 0.19875776397515527, 3, 38, 201, 281, 16, 1, 1, 29.951853963468746,de ma oraha gea naga o farisi manga doomuino ma nyawa yoboa o yesusino de iwiributu nangika la ato iwihitaili de to ona manga demo de iwitemo ato ngomi ma rai migahoko la o he heranga nomihimatoko naalakaidadi miamake de mihioriki ngona o horogaka de nauku eko kouwa,de ma oraha gea naga o farisi manga doomuino ma nyawa yoboa o yesusino de iwiribuutu unangika la ato iwihitaili de to ona manga demo de iwitemo ato ngomi marai migahoko la o heheranga nomihimatoko mia himangoka naa la ka idadi miamake de mihioriki ngona o horogaka de nauku eko koua
02251,188, 1, 8, 8, 0.06393652516918169, 0.10656087528196956, 0.06354112836101766, 10.0, 0.0228013029315961, 0.011532125205930832, 0.0228013029315961, 0.0066225165562914245, 1.0332761548742986, 0.011520052471501674, 1.9966887417218544, 5, 6, 233, 0.014827018121911006, 1.0009191176470589, 1.0, 0.5240174672489083, 0.41516633548893594, 0.0010719923644473726, 0.28205128205128205, 0.11214953271028037, 0.1888111888111888, 1, 7, 290, 301, 3, 1, 1, 31.467008666469095,abe ma utumu gee ma jou wohidogo onangika hiadono to ona manga tau naga kohangoe ngaro okia kiaka dika ma naga de manga ngo ngaku ma roria dodoto ahao duru ko manga ngoe de ngaro manga memeo de manga ngofa ngofako ma duru ko manga ngoe de manga redio wohidogo onangika la manga redi naga duru koha ngoe,abe ma utumu gea ma jou wohidogo onangika hiadono to ona manga tau naga kohangoe ngaro o kia kiaka dika ma naga de manga ngongaku ma roria dodotoo ahao duru ko manga ngoe de ngaro manga memeoo de manga ngofa ngofakoo ma duru ko manga ngoe de manga redioo wohidogo onangika la manga redi naga duru kohangoe
02279,163, 1, 10, 10, 0.0895324307940999, 0.14922071799016645, 0.08774134168518899, 13.0, 0.04854368932038833, 0.02487562189054726, 0.04854368932038833, 0.020000000000000018, 1.0717906830680102, 0.024863553594210663, 1.9950740123517303, 6, 7, 145, 0.02985074626865669, 1.0013262599469497, 1.0, 0.6421052631578947, 0.42317997846881833, 0.00255334551764417, 0.3333333333333333, 0.12121212121212122, 0.232, 2, 14, 178, 199, 2, 1, 1, 22.333698434938828,de o nyawa manga ngoe ge enangoka iwitaaere unangika ato ufa nogigoro hokogea nomaridoka dika ma sara ka de hokogea de utuohi wa amo amokie bato o dautu ai toforauku duru togahoko la nohidorahi ngohenaa,de o nyawa manga ngoe genangoka iwitaere unangika ato ufa nogigoro hokogea nomariidoka dika masara ka de hokogea de utuohi waamo amokiye wato o dautu ai toforauku duru togahoko la nohidorahi ngohi naa
02210,147, 1, 14, 14, 0.06318816186268317, 0.10531360310447202, 0.06318816186268317, 20.0, 0.02020202020202022, 0.010204081632653073, 0.02020202020202022, 0.010204081632653073, 1.0294437778924819, 0.010204081632653073, 1.9965986394557824, 3, 8, 239, 0.027210884353741527, 1.0018165304268847, 1.0, 0.5703422053231939, 0.41723716540892214, 0.003471155587678003, 0.32954545454545453, 0.13445378151260504, 0.25157232704402516, 0, 26, 278, 286, 0, 1, 1, 30.737188180402434,de abe ma titi ouku nagahi moi to igo tinidotoko nginika abe o nagonadika ihiniiniiki ngohi ona gee yamata mata ma jou wahitebini de o uku abe ma titi una kaidadi wahitebini de o kangela la utuohi yotebini aihimangoka hogea nga de ngade hoka yodadi o hu huba moi ma jouika abe duru iwisisanangi,de abe ma titi o uku nagahi moi toigo tinidotoko nginika abe onagona dika ihinii niiki ngohi ona gea mata mata ma jou wahitebini de o uku abe ma titi una ka idadi wahitebini de o kangela la utuohi yotebini ai himangoka ho gea ngade ngade hoka yodadi o huhuba moi ma jouika abe duru iwihisanangi
02204,168, 1, 6, 6, 0.10005674182469759, 0.125070927280872, 0.10005674182469759, 7.0, 0.021621621621621623, 0.010928961748633892, 0.021621621621621623, 0.0, 1.0315355734331069, 0.010869888043853804, 1.9945945945945946, 4, 5, 97, 0.016393442622950838, 0.9984756097560976, 1.0, 0.6114285714285714, 0.4211738623514544, 0.003780980032092305, 0.371900826446281, 0.10989010989010989, 0.1981981981981982, 2, 11, 183, 97, 4, 1, 1, 17.651399949197632,ma sara nako konotobauwa de kiani o narakaika nowohamika abe genangoka ma uku koi ihone ho nenguwa genangoka ngaro ani giama ma gahumu nagahi ma done o kiaka ma utumu namake ani giamino,masara nako ko notobaua de kiani o narakaika nowohamika abe genangoka ma uku ko ihone honengua genangoka ngaro ani giama ma gahumu nagahi ma done o kiaka ma utumu namake ani giamino
02205,79, 1, 6, 6, 0.06602662570404516, 0.11004437617340856, 0.06602662570404516, 8.0, 0.03125, 0.015873015873015928, 0.03125, 0.015873015873015928, 1.0458036896131249, 0.015873015873015928, 1.992063492063492, 2, 4, 84, 0.031746031746031744, 0.9977220956719818, 1.0, 0.6875, 0.4161845737075186, 0.0033558084235451287, 0.32222222222222224, 0.11940298507462686, 0.225, 3, 12, 97, 125, 0, 1, 1, 12.82921228158009,abe daenangoka o gai gaili kaihikaika yahikangela o nyawaika de nagali ke nangoka ma uku kaihikaika iwango wango ho ihonenguwa,abe daenangoka o gai gaili ka ihikaika yahikangela o nyawaika de nagali genangoka ma uku ka ihikaika iwango wango ko ihonengua
02278,115, 1, 7, 7, 0.11763997234315882, 0.11763997234315882, 0.11679068098753831, 8.0, 0.029288702928870314, 0.014861995753715496, 0.029288702928870314, 0.008547008547008517, 1.0428858128531764, 0.014842011819676704, 1.9957983941319946, 5, 6, 167, 0.019108280254777066, 1.0043763676148796, 1.0, 0.6045454545454545, 0.4237473213386853, 0.001200551330395177, 0.3081761006289308, 0.09345794392523364, 0.14084507042253522, 3, 13, 237, 234, 3, 1, 1, 23.97303059837347,ne una ka de wigihene naga o yesusu abe o nazaretoka ma nyawa woboa ma ngekomino wotigioka de una womulaengoka o du duhunu womagahoko ho wopoa poa ka wato o yesusu ahi baluhu o dautu ai totoforauku ngohi tomagahoko la nohidorahi ngohinaa,de una ka de wigihene naga o yesusu abe o nasaretoka ma nyawa woboa ma ngekomino wotigioka de una womulaengoka o duduhunu womagahoko ho wopoa poaka wato o yesusu ahi baluhu o dautu ai toforauku ngohi tomagahoko la nohidorahi ngohi naa
